Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.41495946049690247, 0.8162518739700317, 4.724157349755842e-07]","[0.540603756904602, 0.7362060546875, 0.07793634384870529]","[0.5948418378829956, 0.6658766269683838, 0.08586469292640686]","[0.6417451500892639, 0.6259240508079529, 0.06504259258508682]","[0.6605620980262756, 0.5762683153152466, 0.042083971202373505]","[0.4898843467235565, 0.5521028637886047, 0.054836783558130264]","[0.5180584788322449, 0.4316568672657013, 0.01732308231294155]","[0.5835131406784058, 0.4118962287902832, -0.00526027474552393]","[0.6197861433029175, 0.4140293300151825, -0.014741871505975723]","[0.4626670777797699, 0.5635141730308533, -0.019619746133685112]","[0.5313661694526672, 0.44364941120147705, -0.07645366340875626]","[0.6207769513130188, 0.48912131786346436, -0.09414168447256088]","[0.6489130258560181, 0.5514422059059143, -0.090424083173275]","[0.4482244551181793, 0.5888973474502563, -0.09301797300577164]","[0.5207585692405701, 0.4778718948364258, -0.14070740342140198]","[0.6059719324111938, 0.5255090594291687, -0.13103508949279785]","[0.633036196231842, 0.5789779424667358, -0.10868264734745026]","[0.4503054916858673, 0.6234787702560425, -0.16194935142993927]","[0.5230303406715393, 0.539175808429718, -0.192149356007576]","[0.5881273150444031, 0.5610834360122681, -0.18226632475852966]","[0.6143948435783386, 0.599230945110321, -0.16480830311775208]"
R,"[0.5310416221618652, 0.8332074880599976, -7.88754789482482e-07]","[0.43516024947166443, 0.7667833566665649, -0.012641672976315022]","[0.37373125553131104, 0.6915816068649292, -0.04477677121758461]","[0.3340572118759155, 0.6357784867286682, -0.09209679067134857]","[0.34174832701683044, 0.5775306820869446, -0.13899663090705872]","[0.4768674373626709, 0.5337306261062622, 0.007012608926743269]","[0.4916556179523468, 0.4111601412296295, -0.059060074388980865]","[0.4524064064025879, 0.3515733480453491, -0.10542218387126923]","[0.4121060371398926, 0.3250483572483063, -0.1305399090051651]","[0.5088406801223755, 0.5545673370361328, -0.02366909198462963]","[0.46550828218460083, 0.4354267418384552, -0.09351525455713272]","[0.38704001903533936, 0.503078818321228, -0.11799433082342148]","[0.37675637006759644, 0.560393750667572, -0.121181420981884]","[0.5396152138710022, 0.5825763940811157, -0.06476343423128128]","[0.4978063702583313, 0.4711328446865082, -0.12995317578315735]","[0.4239233136177063, 0.5333099961280823, -0.12506088614463806]","[0.40651851892471313, 0.5994191765785217, -0.10705219954252243]","[0.5676069855690002, 0.6232752799987793, -0.10901546478271484]","[0.5127439498901367, 0.539808988571167, -0.14847850799560547]","[0.4541786015033722, 0.5736764669418335, -0.14140279591083527]","[0.4392101764678955, 0.6249406337738037, -0.1282724291086197]"
L,"[0.5556798577308655, 0.7821832895278931, 6.191737043081957e-07]","[0.6072933673858643, 0.7242156863212585, -0.10595858097076416]","[0.6031447649002075, 0.6398540735244751, -0.14943616092205048]","[0.5568169355392456, 0.5806182026863098, -0.1839556246995926]","[0.4964234232902527, 0.5310844779014587, -0.21393592655658722]","[0.6048096418380737, 0.5134711265563965, -0.015496978536248207]","[0.5937263369560242, 0.42668837308883667, -0.046346914023160934]","[0.5736352205276489, 0.365745484828949, -0.08002903312444687]","[0.5513697266578674, 0.340200811624527, -0.10399653762578964]","[0.535507321357727, 0.5318905711174011, 0.00857570767402649]","[0.48029714822769165, 0.43753907084465027, -0.04527498409152031]","[0.47178125381469727, 0.47754618525505066, -0.09104152023792267]","[0.4872257113456726, 0.5268729329109192, -0.10966819524765015]","[0.47781750559806824, 0.5594184398651123, 0.016368521377444267]","[0.4360582232475281, 0.48283231258392334, -0.04781745374202728]","[0.44362688064575195, 0.5081617832183838, -0.09629640728235245]","[0.4602898359298706, 0.5510519742965698, -0.11260223388671875]","[0.43775373697280884, 0.593147337436676, 0.01471682172268629]","[0.40835148096084595, 0.5317457318305969, -0.038891877979040146]","[0.41211867332458496, 0.5397998094558716, -0.07594650238752365]","[0.43049123883247375, 0.564356803894043, -0.09449304640293121]"
L,"[0.5337849259376526, 0.8180884122848511, 2.863133374830795e-07]","[0.5998849272727966, 0.756818950176239, -0.04965618625283241]","[0.622357964515686, 0.671012818813324, -0.07559042423963547]","[0.6081067323684692, 0.5991318821907043, -0.10360979288816452]","[0.5499160289764404, 0.5473259687423706, -0.13117465376853943]","[0.5864037871360779, 0.5321863293647766, -0.0007380637107416987]","[0.575445830821991, 0.4361810088157654, -0.021771252155303955]","[0.5738601088523865, 0.37422966957092285, -0.045223966240882874]","[0.5669304132461548, 0.3372361361980438, -0.06477376818656921]","[0.5240000486373901, 0.5420178771018982, -0.0017181460279971361]","[0.48734182119369507, 0.43734651803970337, -0.03817540034651756]","[0.5019616484642029, 0.4838787019252777, -0.06663111597299576]","[0.5222320556640625, 0.5283576250076294, -0.08013564348220825]","[0.4725983142852783, 0.570923924446106, -0.010614686645567417]","[0.4307846426963806, 0.47987526655197144, -0.04876314848661423]","[0.46950963139533997, 0.5135517120361328, -0.07268014550209045]","[0.4968023896217346, 0.5668611526489258, -0.08197884261608124]","[0.42760562896728516, 0.6145690083503723, -0.02496047504246235]","[0.40660423040390015, 0.5406630635261536, -0.05330197140574455]","[0.43641215562820435, 0.5491429567337036, -0.07052978128194809]","[0.46479079127311707, 0.5844768285751343, -0.08089461922645569]"
R,"[0.5033599734306335, 0.756168782711029, -2.584653202575282e-07]","[0.4327308237552643, 0.7233925461769104, -0.01974744163453579]","[0.38435468077659607, 0.6527172923088074, -0.03756682574748993]","[0.3687540888786316, 0.5933475494384766, -0.06363383680582047]","[0.396609365940094, 0.5498461723327637, -0.08877091109752655]","[0.45290607213974, 0.5452052354812622, 0.015607951208949089]","[0.4645918011665344, 0.4536248743534088, -0.021490618586540222]","[0.4428510069847107, 0.3957751393318176, -0.04821253940463066]","[0.425021231174469, 0.35762205719947815, -0.06608520448207855]","[0.4870433211326599, 0.5548006296157837, -0.002143165795132518]","[0.47612056136131287, 0.4520430862903595, -0.05819399282336235]","[0.42399290204048157, 0.49487319588661194, -0.08152986317873001]","[0.40902554988861084, 0.5398646593093872, -0.08239563554525375]","[0.5190180540084839, 0.5702484250068665, -0.028072863817214966]","[0.5139305591583252, 0.47529512643814087, -0.08133247494697571]","[0.46047452092170715, 0.5154604911804199, -0.08800457417964935]","[0.4437090754508972, 0.5634447932243347, -0.0772305279970169]","[0.5517691969871521, 0.5950472354888916, -0.056754548102617264]","[0.530949056148529, 0.5230048894882202, -0.09330807626247406]","[0.4883754551410675, 0.5470744967460632, -0.09744635224342346]","[0.47536587715148926, 0.5871884822845459, -0.09196431934833527]"
L,"[0.4951816201210022, 0.812394917011261, 2.1105752523453702e-07]","[0.5819507241249084, 0.7739930748939514, -0.02185876853764057]","[0.6291141510009766, 0.6896640658378601, -0.046062130481004715]","[0.6664047241210938, 0.618812620639801, -0.07773660868406296]","[0.630574107170105, 0.5725939273834229, -0.11093031615018845]","[0.5674668550491333, 0.5343371629714966, -0.0224961768835783]","[0.5401013493537903, 0.40008094906806946, -0.05585736408829689]","[0.5656430721282959, 0.3474832773208618, -0.08073949068784714]","[0.5884956121444702, 0.31013554334640503, -0.10028707981109619]","[0.5208771824836731, 0.5516471862792969, -0.040751609951257706]","[0.52176433801651, 0.44136178493499756, -0.10175181925296783]","[0.5782520771026611, 0.5098118782043457, -0.1297842562198639]","[0.6079274415969849, 0.5716879367828369, -0.13695451617240906]","[0.4816306233406067, 0.5834268927574158, -0.06220753863453865]","[0.47573864459991455, 0.47147107124328613, -0.12595723569393158]","[0.5460542440414429, 0.5345525741577148, -0.14278803765773773]","[0.5821609497070312, 0.5975538492202759, -0.13910631835460663]","[0.44506022334098816, 0.6242127418518066, -0.08513855934143066]","[0.4545353055000305, 0.5383223295211792, -0.13785026967525482]","[0.5148410797119141, 0.5704450607299805, -0.1546412855386734]","[0.5555921196937561, 0.6160256862640381, -0.1576329469680786]"
R,"[0.49459853768348694, 0.7771972417831421, -3.4777210000669356e-09]","[0.4361764192581177, 0.7284623384475708, -0.06127709150314331]","[0.4184306263923645, 0.6460525989532471, -0.08816319704055786]","[0.44615113735198975, 0.5795421600341797, -0.11233639717102051]","[0.4973525404930115, 0.5319483280181885, -0.13362523913383484]","[0.44244635105133057, 0.5315172076225281, -0.018197454512119293]","[0.4450511932373047, 0.44336628913879395, -0.04919341579079628]","[0.451663076877594, 0.3901142179965973, -0.07519625872373581]","[0.4643770754337311, 0.3496633768081665, -0.09630682319402695]","[0.49905407428741455, 0.5392202138900757, -0.010785020887851715]","[0.5342280864715576, 0.44614559412002563, -0.06327380239963531]","[0.5262481570243835, 0.4888930022716522, -0.09741739928722382]","[0.5162511467933655, 0.5354280471801758, -0.10995148867368698]","[0.5471134781837463, 0.5597843527793884, -0.011677945964038372]","[0.5827599167823792, 0.47490793466567993, -0.06666668504476547]","[0.5660237073898315, 0.5135473012924194, -0.09071065485477448]","[0.5456263422966003, 0.563491940498352, -0.09425485134124756]","[0.5906964540481567, 0.5904977917671204, -0.017256392166018486]","[0.6084120273590088, 0.5264238715171814, -0.06198963150382042]","[0.5909896492958069, 0.5452550053596497, -0.0806969702243805]","[0.5664035677909851, 0.5838570594787598, -0.08666429668664932]"
R,"[0.48983290791511536, 0.8196228742599487, -2.803014922392322e-07]","[0.42429348826408386, 0.7716842293739319, -0.04684602841734886]","[0.38100630044937134, 0.6859208345413208, -0.07624933868646622]","[0.3808639943599701, 0.6094053983688354, -0.10792683064937592]","[0.4324362277984619, 0.5675731301307678, -0.13581712543964386]","[0.42411893606185913, 0.5424704551696777, -0.007364738266915083]","[0.43569591641426086, 0.44735655188560486, -0.04588518664240837]","[0.4320999085903168, 0.38375240564346313, -0.0718190148472786]","[0.43047523498535156, 0.34006986021995544, -0.08945973962545395]","[0.4760516583919525, 0.5494145154953003, -0.009189439937472343]","[0.49364718794822693, 0.4458329379558563, -0.058814436197280884]","[0.46089601516723633, 0.49815961718559265, -0.07318687438964844]","[0.44452548027038574, 0.548860490322113, -0.06952159851789474]","[0.5267589688301086, 0.5731285810470581, -0.0205405130982399]","[0.5486775040626526, 0.478975772857666, -0.0702580064535141]","[0.5080488920211792, 0.5249564051628113, -0.06840930879116058]","[0.4846722483634949, 0.5761247873306274, -0.05338292568922043]","[0.5722349286079407, 0.6109282970428467, -0.03701237961649895]","[0.5764601826667786, 0.5358586311340332, -0.0718597024679184]","[0.5376042127609253, 0.5581099390983582, -0.0715019479393959]","[0.5114070773124695, 0.6003848314285278, -0.06320144236087799]"
R,"[0.4508011043071747, 0.7851493954658508, 9.314562703366391e-07]","[0.4103931784629822, 0.7068906426429749, -0.10116883367300034]","[0.424402117729187, 0.6292843222618103, -0.12902210652828217]","[0.4833682179450989, 0.5749959349632263, -0.14610427618026733]","[0.5424737334251404, 0.5270534157752991, -0.15929387509822845]","[0.40723592042922974, 0.5118245482444763, -0.0028345908503979445]","[0.4142792522907257, 0.41807594895362854, -0.029799364507198334]","[0.4401074945926666, 0.36059534549713135, -0.07235292345285416]","[0.46876299381256104, 0.3342188894748688, -0.1061759814620018]","[0.46881380677223206, 0.5400760769844055, 0.02708413079380989]","[0.5249341726303101, 0.4527951180934906, -0.03778781741857529]","[0.5577467083930969, 0.4515887200832367, -0.12222090363502502]","[0.5649200677871704, 0.49253156781196594, -0.17011210322380066]","[0.5212517380714417, 0.5704277157783508, 0.04446795582771301]","[0.5732904672622681, 0.49600905179977417, -0.019400155171751976]","[0.5940173268318176, 0.48403775691986084, -0.10661258548498154]","[0.5857013463973999, 0.5206795930862427, -0.1534770131111145]","[0.564159631729126, 0.6009646654129028, 0.05504318326711655]","[0.5950183868408203, 0.54168701171875, -1.9173669443262042e-06]","[0.609233021736145, 0.5226584076881409, -0.06140124425292015]","[0.6042233109474182, 0.5382079482078552, -0.09984417259693146]"
R,"[0.5210756659507751, 0.8108750581741333, -1.459309117990415e-07]","[0.4563264548778534, 0.771001398563385, -0.05040412023663521]","[0.4197295904159546, 0.6885757446289062, -0.08267760276794434]","[0.42504769563674927, 0.618242621421814, -0.11622412502765656]","[0.47218596935272217, 0.5785030722618103, -0.1463853269815445]","[0.4647237956523895, 0.5393878817558289, -0.015757732093334198]","[0.4761697053909302, 0.44163551926612854, -0.0571962371468544]","[0.4731152057647705, 0.3801734745502472, -0.08347141742706299]","[0.4753124713897705, 0.3385598659515381, -0.10047007352113724]","[0.5212485194206238, 0.5498568415641785, -0.017734510824084282]","[0.5438512563705444, 0.4512111246585846, -0.07316415011882782]","[0.5087368488311768, 0.5113013982772827, -0.08743518590927124]","[0.4912405014038086, 0.5630963444709778, -0.08112312108278275]","[0.5738823413848877, 0.5764487981796265, -0.029331255704164505]","[0.6009616851806641, 0.4846543073654175, -0.08316867798566818]","[0.558009684085846, 0.5386914610862732, -0.07879447937011719]","[0.5338668823242188, 0.5910149216651917, -0.06000281125307083]","[0.6194904446601868, 0.6182815432548523, -0.04621943458914757]","[0.6251884698867798, 0.546674370765686, -0.08393523097038269]","[0.5864396095275879, 0.5758285522460938, -0.08162560313940048]","[0.5621999502182007, 0.619159460067749, -0.0703025832772255]"
R,"[0.4615519046783447, 0.7938312292098999, 1.9292710362606158e-07]","[0.41778257489204407, 0.7381709814071655, -0.08172199875116348]","[0.4231554865837097, 0.6621570587158203, -0.11414366215467453]","[0.4794781506061554, 0.6078748106956482, -0.1375507265329361]","[0.5437158346176147, 0.562864363193512, -0.15725316107273102]","[0.428087055683136, 0.5215201377868652, -0.04678656905889511]","[0.4301428198814392, 0.41936391592025757, -0.0866558849811554]","[0.4545823335647583, 0.3710249662399292, -0.12090523540973663]","[0.47816962003707886, 0.34935081005096436, -0.145976722240448]","[0.4951936900615692, 0.536956787109375, -0.030088020488619804]","[0.5566749572753906, 0.4467601180076599, -0.09272025525569916]","[0.5736719965934753, 0.5006447434425354, -0.14320190250873566]","[0.5678048729896545, 0.5589470863342285, -0.1668509691953659]","[0.5461116433143616, 0.5655375719070435, -0.021404704079031944]","[0.6013901233673096, 0.48001420497894287, -0.08815286308526993]","[0.611152708530426, 0.5286852121353149, -0.12905564904212952]","[0.5939237475395203, 0.5864888429641724, -0.1428457647562027]","[0.583450436592102, 0.6031492948532104, -0.01761302910745144]","[0.6180082559585571, 0.5337698459625244, -0.07700099050998688]","[0.6254929900169373, 0.5568680763244629, -0.10764002054929733]","[0.605033278465271, 0.5957146883010864, -0.12017202377319336]"
L,"[0.5282713770866394, 0.8327460289001465, 5.975457497697789e-07]","[0.6064013242721558, 0.7773681282997131, -0.08190890401601791]","[0.6263386011123657, 0.6918969750404358, -0.12761783599853516]","[0.6018067002296448, 0.6310206651687622, -0.17195020616054535]","[0.5420416593551636, 0.5852658748626709, -0.21429914236068726]","[0.6035165786743164, 0.5351492762565613, -0.022245073691010475]","[0.58612060546875, 0.4427574574947357, -0.05507748946547508]","[0.5837087631225586, 0.3748820424079895, -0.08376555144786835]","[0.5765254497528076, 0.3297533690929413, -0.10735801607370377]","[0.5300419926643372, 0.5462165474891663, -0.016893064603209496]","[0.48944222927093506, 0.45220714807510376, -0.07600993663072586]","[0.5019557476043701, 0.5215312242507935, -0.10825572162866592]","[0.5257878303527832, 0.5724990367889404, -0.11708573251962662]","[0.46774399280548096, 0.574414074420929, -0.024101797491312027]","[0.424549400806427, 0.49341315031051636, -0.09051621705293655]","[0.4644731879234314, 0.5576668381690979, -0.11407376080751419]","[0.4969017505645752, 0.615685760974884, -0.11376724392175674]","[0.41776400804519653, 0.616240382194519, -0.03940069302916527]","[0.3971521854400635, 0.5554834008216858, -0.08856607973575592]","[0.4305981993675232, 0.5868070125579834, -0.10808643698692322]","[0.4642975926399231, 0.6233574748039246, -0.11495298147201538]"
