Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.5527845621109009, 0.8504364490509033, -8.927311228035251e-07]","[0.44375309348106384, 0.7825524806976318, -0.003347939345985651]","[0.3753470480442047, 0.6842672824859619, -0.023200927302241325]","[0.3268558979034424, 0.6210839748382568, -0.05751536041498184]","[0.3369176983833313, 0.5661271810531616, -0.0914287120103836]","[0.5021191239356995, 0.5288397073745728, 0.02137790061533451]","[0.5031947493553162, 0.40999752283096313, -0.030599577352404594]","[0.45888853073120117, 0.34755247831344604, -0.06593240052461624]","[0.4202776551246643, 0.3072361946105957, -0.08627314865589142]","[0.5406543612480164, 0.5434461236000061, -0.011041712015867233]","[0.4681300222873688, 0.4213154911994934, -0.07286893576383591]","[0.3773159384727478, 0.4893871247768402, -0.08812849223613739]","[0.36339133977890015, 0.5529819130897522, -0.08330059051513672]","[0.569070041179657, 0.5718936324119568, -0.05266463756561279]","[0.5008256435394287, 0.455473393201828, -0.11601916700601578]","[0.4118998050689697, 0.5177518129348755, -0.10529399663209915]","[0.39161574840545654, 0.5876871943473816, -0.08025266975164413]","[0.5835304856300354, 0.6156959533691406, -0.09623630344867706]","[0.5136709809303284, 0.5171374082565308, -0.1363324224948883]","[0.4443756639957428, 0.5537179708480835, -0.1248183473944664]","[0.42785030603408813, 0.6187741160392761, -0.10571480542421341]"
L,"[0.46669185161590576, 0.7747471928596497, 5.075617650618369e-07]","[0.5637300610542297, 0.7171003818511963, 0.017364762723445892]","[0.6081735491752625, 0.6588148474693298, 0.0001889827981358394]","[0.6478862166404724, 0.6119370460510254, -0.0334547758102417]","[0.6376640796661377, 0.5567412376403809, -0.07017558813095093]","[0.530794620513916, 0.5442200303077698, 0.004041791893541813]","[0.5200843811035156, 0.42419999837875366, -0.03328445926308632]","[0.5554256439208984, 0.3784791827201843, -0.0603833831846714]","[0.5799105167388916, 0.34484022855758667, -0.07880190759897232]","[0.49674558639526367, 0.5541461706161499, -0.03854561224579811]","[0.522851824760437, 0.44882550835609436, -0.0947980135679245]","[0.5897282361984253, 0.4989236295223236, -0.11799091845750809]","[0.6135023236274719, 0.5568820238113403, -0.12230324000120163]","[0.4695971608161926, 0.5774691104888916, -0.08307603746652603]","[0.4968375563621521, 0.4795204699039459, -0.1381613165140152]","[0.5709959268569946, 0.5294967293739319, -0.14277571439743042]","[0.5970308184623718, 0.5826265811920166, -0.13223206996917725]","[0.45094504952430725, 0.6098620891571045, -0.12688519060611725]","[0.4907844066619873, 0.5404763221740723, -0.17051437497138977]","[0.5491632223129272, 0.5662822723388672, -0.17542247474193573]","[0.5736425518989563, 0.6056075096130371, -0.1703248769044876]"
L,"[0.5033925175666809, 0.8279788494110107, 4.128899888655724e-07]","[0.5746829509735107, 0.780071496963501, -0.07140690833330154]","[0.5937018394470215, 0.6883562803268433, -0.10702531784772873]","[0.570254921913147, 0.6151785850524902, -0.13975298404693604]","[0.5018907189369202, 0.5645655989646912, -0.16813895106315613]","[0.5675849914550781, 0.5191961526870728, -0.013743230141699314]","[0.5569858551025391, 0.4222198724746704, -0.04705026000738144]","[0.5512663722038269, 0.3563712537288666, -0.07276082783937454]","[0.5310142040252686, 0.32789814472198486, -0.0887676551938057]","[0.4916650056838989, 0.5275163054466248, -0.004402805585414171]","[0.4496932029724121, 0.4443501830101013, -0.05370708182454109]","[0.46072980761528015, 0.5180774331092834, -0.07172425091266632]","[0.4833716154098511, 0.5673026442527771, -0.06932460516691208]","[0.4303206205368042, 0.5570694804191589, -0.007027424871921539]","[0.3839610815048218, 0.4863015413284302, -0.06449118256568909]","[0.41871243715286255, 0.5509102940559387, -0.07338521629571915]","[0.4507211744785309, 0.6044754385948181, -0.062746562063694]","[0.38406312465667725, 0.6035698056221008, -0.01660965383052826]","[0.35472559928894043, 0.547122597694397, -0.06011657044291496]","[0.38404133915901184, 0.5810362696647644, -0.06831713765859604]","[0.4197322726249695, 0.6166272163391113, -0.0641578957438469]"
L,"[0.5650148391723633, 0.8103611469268799, 7.77725333023227e-08]","[0.6296536922454834, 0.7553791403770447, -0.04744860529899597]","[0.6406056880950928, 0.6703140735626221, -0.07047124207019806]","[0.6009706258773804, 0.6041381359100342, -0.09439553320407867]","[0.5370669364929199, 0.5638300180435181, -0.11669239401817322]","[0.6125560402870178, 0.523149847984314, -0.010131088085472584]","[0.6053703427314758, 0.42196595668792725, -0.03550183027982712]","[0.5948479175567627, 0.36615926027297974, -0.057434674352407455]","[0.5781348347663879, 0.3327375054359436, -0.07454720884561539]","[0.543383777141571, 0.5312318205833435, -0.010530599392950535]","[0.49848055839538574, 0.44416749477386475, -0.05021049827337265]","[0.5061431527137756, 0.5053494572639465, -0.0695800930261612]","[0.5254572629928589, 0.5513103008270264, -0.07539650052785873]","[0.488364577293396, 0.5639512538909912, -0.018831191584467888]","[0.43781405687332153, 0.48710718750953674, -0.0641956701874733]","[0.4661414623260498, 0.5391824841499329, -0.07454848289489746]","[0.4944486618041992, 0.588670015335083, -0.07129910588264465]","[0.44625794887542725, 0.611484169960022, -0.032016571611166]","[0.4149208068847656, 0.5461392402648926, -0.06592072546482086]","[0.4372262954711914, 0.5678990483283997, -0.07345016300678253]","[0.46729719638824463, 0.6024503707885742, -0.07330088317394257]"
R,"[0.5548529028892517, 0.8163523077964783, -7.836699751351262e-07]","[0.4454403519630432, 0.7544463872909546, 0.038193196058273315]","[0.38831794261932373, 0.674808144569397, 0.03378576785326004]","[0.3481404781341553, 0.6180968284606934, 0.004422122146934271]","[0.35178500413894653, 0.5546963810920715, -0.02806682512164116]","[0.49228742718696594, 0.5394089221954346, 0.06765558570623398]","[0.5078378915786743, 0.42317402362823486, 0.03352568671107292]","[0.46328723430633545, 0.3643569350242615, 0.005546203814446926]","[0.42516323924064636, 0.3284050226211548, -0.014398588798940182]","[0.5271022915840149, 0.5534415245056152, 0.009482016786932945]","[0.4882982671260834, 0.42130663990974426, -0.04456804692745209]","[0.40113383531570435, 0.4718431234359741, -0.07004981487989426]","[0.3762044608592987, 0.5254348516464233, -0.07595275342464447]","[0.5544623732566833, 0.5731815099716187, -0.05443517118692398]","[0.5103639960289001, 0.45589619874954224, -0.10844521969556808]","[0.42752939462661743, 0.5064389705657959, -0.11240941286087036]","[0.40295058488845825, 0.5676578283309937, -0.10322865843772888]","[0.575850248336792, 0.6001852750778198, -0.1169297844171524]","[0.5137040019035339, 0.5116047859191895, -0.1497848927974701]","[0.4479261338710785, 0.5454885363578796, -0.14605587720870972]","[0.4291124641895294, 0.6030830144882202, -0.13830497860908508]"
L,"[0.43065905570983887, 0.7785931825637817, 4.308664074414992e-07]","[0.5411047339439392, 0.702564537525177, 0.0713728740811348]","[0.5876178741455078, 0.6424087285995483, 0.08043196052312851]","[0.6327102780342102, 0.6012396812438965, 0.06180695444345474]","[0.6422533392906189, 0.547808825969696, 0.039465248584747314]","[0.49678754806518555, 0.5328388810157776, 0.08036453276872635]","[0.5019034147262573, 0.42970943450927734, 0.06818408519029617]","[0.5345580577850342, 0.3814356327056885, 0.057093821465969086]","[0.5669879913330078, 0.3501618504524231, 0.04855291545391083]","[0.47118285298347473, 0.5382964015007019, 0.014052809216082096]","[0.5080180764198303, 0.4291977286338806, -0.013451463542878628]","[0.5762795209884644, 0.44225960969924927, -0.02249383181333542]","[0.6140466332435608, 0.47772929072380066, -0.02099938876926899]","[0.4555613398551941, 0.5598664283752441, -0.0525820255279541]","[0.5204095840454102, 0.47342097759246826, -0.08193513751029968]","[0.5897866487503052, 0.5155383944511414, -0.07348836958408356]","[0.6130977869033813, 0.5687649846076965, -0.05804160609841347]","[0.4550796151161194, 0.5910354852676392, -0.11567966639995575]","[0.5178580284118652, 0.5206301808357239, -0.13686145842075348]","[0.5720029473304749, 0.5427933931350708, -0.1292678564786911]","[0.5951053500175476, 0.5828288793563843, -0.11740339547395706]"
R,"[0.4629477262496948, 0.8240282535552979, 4.732505232141193e-08]","[0.400154173374176, 0.7606735825538635, -0.07484666258096695]","[0.39608073234558105, 0.6722906231880188, -0.10633320361375809]","[0.44455480575561523, 0.6078662872314453, -0.13348247110843658]","[0.5004639029502869, 0.5563876628875732, -0.1564147025346756]","[0.41700059175491333, 0.52903151512146, -0.02412533573806286]","[0.4220193922519684, 0.4260839819908142, -0.06165649741888046]","[0.43600380420684814, 0.3662167489528656, -0.09466134756803513]","[0.44950005412101746, 0.33202290534973145, -0.11942398548126221]","[0.48682695627212524, 0.543940544128418, -0.014430154114961624]","[0.5332631468772888, 0.4406954348087311, -0.07590165734291077]","[0.5296776294708252, 0.4883299469947815, -0.11970288306474686]","[0.513562023639679, 0.5413463115692139, -0.13695771992206573]","[0.5433207154273987, 0.5749278664588928, -0.014502966776490211]","[0.5918837785720825, 0.48037636280059814, -0.07942467927932739]","[0.5792164206504822, 0.5239012837409973, -0.11178723722696304]","[0.5513851642608643, 0.5806879997253418, -0.118723064661026]","[0.5876268744468689, 0.6162987947463989, -0.020234964787960052]","[0.6173622012138367, 0.5466784238815308, -0.07453738898038864]","[0.6053856611251831, 0.5621551275253296, -0.09897997975349426]","[0.5779120922088623, 0.5999714732170105, -0.10706683248281479]"
L,"[0.48159587383270264, 0.7852599024772644, 2.529458527078532e-07]","[0.5640609860420227, 0.7288683652877808, -0.006523698568344116]","[0.6083568930625916, 0.6513696908950806, -0.016684778034687042]","[0.6355815529823303, 0.5855128169059753, -0.03398146852850914]","[0.6081476807594299, 0.5359649658203125, -0.052462052553892136]","[0.5485759377479553, 0.5450512766838074, -0.0016759713180363178]","[0.5280302166938782, 0.4331299662590027, -0.024597302079200745]","[0.5539003014564514, 0.3867502212524414, -0.04483428969979286]","[0.5731180310249329, 0.3496324419975281, -0.060509685426950455]","[0.5165066719055176, 0.5514043569564819, -0.02110264264047146]","[0.517714262008667, 0.4374268352985382, -0.060903310775756836]","[0.5710736513137817, 0.47554677724838257, -0.0829954445362091]","[0.585726797580719, 0.5276511311531067, -0.09026221185922623]","[0.48585617542266846, 0.571951150894165, -0.04251674562692642]","[0.48232823610305786, 0.4653327167034149, -0.08047468215227127]","[0.5432488918304443, 0.5037775039672852, -0.09056085348129272]","[0.5634493231773376, 0.5541897416114807, -0.0877295657992363]","[0.455188512802124, 0.6010985970497131, -0.06517452746629715]","[0.4625701904296875, 0.5147094130516052, -0.09529037028551102]","[0.5099421143531799, 0.5318767428398132, -0.10315205156803131]","[0.5313509702682495, 0.571609616279602, -0.10293097794055939]"
L,"[0.5107064843177795, 0.7727188467979431, 3.004647339821531e-07]","[0.5798740983009338, 0.7308224439620972, -0.07063914090394974]","[0.6025105118751526, 0.6608267426490784, -0.11576487123966217]","[0.5934613943099976, 0.5864022970199585, -0.1595683991909027]","[0.5360716581344604, 0.5308559536933899, -0.20215345919132233]","[0.5654277205467224, 0.500583291053772, -0.028554515913128853]","[0.5541001558303833, 0.3977317214012146, -0.050690583884716034]","[0.5552911758422852, 0.3420156240463257, -0.07043474912643433]","[0.5493701100349426, 0.3091067969799042, -0.08817510306835175]","[0.49870193004608154, 0.5138849020004272, -0.022434677928686142]","[0.4662822484970093, 0.41872501373291016, -0.06201586127281189]","[0.4883739650249481, 0.48609301447868347, -0.07879339158535004]","[0.5145190954208374, 0.5337215065956116, -0.08172866702079773]","[0.44533395767211914, 0.5439073443412781, -0.02540181390941143]","[0.409326434135437, 0.46161389350891113, -0.06630179286003113]","[0.45035165548324585, 0.5151588320732117, -0.07161078602075577]","[0.4781622290611267, 0.5682066082954407, -0.06736697256565094]","[0.3992708623409271, 0.5911979675292969, -0.03601155802607536]","[0.382693350315094, 0.5257391333580017, -0.06683309376239777]","[0.41433000564575195, 0.5539360046386719, -0.07128654420375824]","[0.44231265783309937, 0.5960338711738586, -0.07113225013017654]"
L,"[0.4297139644622803, 0.8052111864089966, 6.029961241438286e-07]","[0.5561622381210327, 0.7320313453674316, 0.07772418111562729]","[0.6057744026184082, 0.6611538529396057, 0.08653321117162704]","[0.6585570573806763, 0.6138578057289124, 0.06304189562797546]","[0.6693485379219055, 0.5498210191726685, 0.03363887220621109]","[0.5132129788398743, 0.5448275208473206, 0.09584437310695648]","[0.50876384973526, 0.4124956727027893, 0.07361359149217606]","[0.5510249733924866, 0.3622000217437744, 0.04982848837971687]","[0.578612744808197, 0.3314380943775177, 0.033809080719947815]","[0.4840015172958374, 0.554325520992279, 0.02032037265598774]","[0.5342980027198792, 0.4344330430030823, -0.028399700298905373]","[0.6158549189567566, 0.4820728302001953, -0.057349517941474915]","[0.6477746963500977, 0.5493363738059998, -0.06285082548856735]","[0.4640807509422302, 0.5737068057060242, -0.05513644963502884]","[0.5160536766052246, 0.4687179923057556, -0.10000909864902496]","[0.5965183973312378, 0.5151922106742859, -0.1032889112830162]","[0.6254830360412598, 0.5696222186088562, -0.09026467800140381]","[0.4571542739868164, 0.5990775227546692, -0.1260652393102646]","[0.5132789611816406, 0.5194106101989746, -0.15448100864887238]","[0.5794905424118042, 0.5415400266647339, -0.14919781684875488]","[0.6109323501586914, 0.5817869901657104, -0.1362861543893814]"
R,"[0.496837854385376, 0.8024255633354187, -5.820128876621311e-07]","[0.42490139603614807, 0.7532631158828735, -0.03126414120197296]","[0.3724251389503479, 0.6658104062080383, -0.054711852222681046]","[0.35586947202682495, 0.5973148941993713, -0.0837099701166153]","[0.39747291803359985, 0.5553470849990845, -0.10915927588939667]","[0.44418537616729736, 0.537787914276123, 0.00044399514445103705]","[0.46029436588287354, 0.43159914016723633, -0.0449419803917408]","[0.43869414925575256, 0.37412166595458984, -0.07671225070953369]","[0.42104339599609375, 0.3345254063606262, -0.09642712771892548]","[0.48539575934410095, 0.5504084825515747, -0.010434825904667377]","[0.48711922764778137, 0.44127845764160156, -0.06815259903669357]","[0.42762506008148193, 0.4869741201400757, -0.08954604715108871]","[0.40627923607826233, 0.5374141931533813, -0.08965587615966797]","[0.5259387493133545, 0.5738363862037659, -0.029982928186655045]","[0.5268532037734985, 0.4709644913673401, -0.08733505010604858]","[0.4663395583629608, 0.5215557813644409, -0.0865175724029541]","[0.4438452124595642, 0.5791364908218384, -0.0695878192782402]","[0.5653529167175293, 0.6111867427825928, -0.05300483480095863]","[0.5433145761489868, 0.529028058052063, -0.09195505082607269]","[0.4932814836502075, 0.5576881170272827, -0.08933629095554352]","[0.47507357597351074, 0.607880711555481, -0.07757803797721863]"
L,"[0.4433709383010864, 0.7902684807777405, 7.52208336507465e-07]","[0.5499340891838074, 0.7238209247589111, 0.05077192559838295]","[0.5960582494735718, 0.6632573008537292, 0.041205525398254395]","[0.6410525441169739, 0.6234791278839111, 0.006805673707276583]","[0.6386228203773499, 0.5672490000724792, -0.03283991664648056]","[0.4970545470714569, 0.5427875518798828, 0.03444981202483177]","[0.4928224980831146, 0.4184448719024658, -0.0048921117559075356]","[0.5420693159103394, 0.37307751178741455, -0.034111037850379944]","[0.5776479244232178, 0.3530125916004181, -0.05187542736530304]","[0.46711766719818115, 0.5571260452270508, -0.030304573476314545]","[0.5172494649887085, 0.453573614358902, -0.09198787063360214]","[0.5993363261222839, 0.4999276101589203, -0.11772885173559189]","[0.6292421817779541, 0.5621944665908813, -0.12117376178503036]","[0.4460906982421875, 0.5873445868492126, -0.09561362862586975]","[0.5000631809234619, 0.4937983751296997, -0.15410158038139343]","[0.5811706185340881, 0.5357270836830139, -0.15643414855003357]","[0.6074424386024475, 0.5849378108978271, -0.14242929220199585]","[0.4348977506160736, 0.6258796453475952, -0.1574493646621704]","[0.4877280294895172, 0.5503592491149902, -0.19981567561626434]","[0.5521572828292847, 0.5679015517234802, -0.19834382832050323]","[0.5785051584243774, 0.6039279699325562, -0.18788035213947296]"
R,"[0.5058119297027588, 0.7815699577331543, -3.5297921385790687e-07]","[0.4329894185066223, 0.7306396961212158, -0.03945133835077286]","[0.38415104150772095, 0.664730966091156, -0.07836651057004929]","[0.3610723316669464, 0.6127877235412598, -0.1253979653120041]","[0.3856799602508545, 0.5635733604431152, -0.17173348367214203]","[0.4492780864238739, 0.5379220247268677, -0.014583678916096687]","[0.4624902307987213, 0.43608248233795166, -0.07400286942720413]","[0.4436936378479004, 0.37895700335502625, -0.11719084531068802]","[0.42310187220573425, 0.34866389632225037, -0.14336523413658142]","[0.4852612614631653, 0.5530430674552917, -0.03044630028307438]","[0.4708666205406189, 0.45853012800216675, -0.10413549840450287]","[0.4212222099304199, 0.5124385952949524, -0.13837581872940063]","[0.40650105476379395, 0.5595977902412415, -0.14727556705474854]","[0.5203227400779724, 0.5742522478103638, -0.05660468339920044]","[0.5059477090835571, 0.48749738931655884, -0.12546290457248688]","[0.453793466091156, 0.5346680283546448, -0.13663645088672638]","[0.43214696645736694, 0.5869851112365723, -0.12873071432113647]","[0.5523108243942261, 0.6072616577148438, -0.08719015121459961]","[0.5223066210746765, 0.540269672870636, -0.1340647041797638]","[0.47961169481277466, 0.5680930614471436, -0.14020060002803802]","[0.46239304542541504, 0.6120590567588806, -0.1360573023557663]"
L,"[0.5251705646514893, 0.7933122515678406, 4.81703409604961e-07]","[0.5919419527053833, 0.7383859157562256, -0.0767008364200592]","[0.6048674583435059, 0.6648046374320984, -0.11822761595249176]","[0.5820217132568359, 0.6055307984352112, -0.15728648006916046]","[0.5249298810958862, 0.5561226606369019, -0.19454093277454376]","[0.5857479572296143, 0.5246224403381348, -0.01913275383412838]","[0.5747305154800415, 0.4397293031215668, -0.04468251392245293]","[0.5718676447868347, 0.3814992904663086, -0.07108403742313385]","[0.5573101043701172, 0.34854018688201904, -0.09236764162778854]","[0.5221421718597412, 0.5348151326179504, -0.00880854856222868]","[0.4817372262477875, 0.4523604214191437, -0.051255274564027786]","[0.4915221035480499, 0.5077686905860901, -0.07986126840114594]","[0.5109726786613464, 0.5488932728767395, -0.09162312000989914]","[0.4684250056743622, 0.5623593926429749, -0.00973941758275032]","[0.4278731942176819, 0.4914610683917999, -0.05643472447991371]","[0.45900630950927734, 0.5339623689651489, -0.08006010204553604]","[0.48340675234794617, 0.583189070224762, -0.08661176264286041]","[0.4264587163925171, 0.6051715612411499, -0.018616020679473877]","[0.4044607877731323, 0.5496933460235596, -0.05393810570240021]","[0.4283137321472168, 0.5649690628051758, -0.07296190410852432]","[0.45638537406921387, 0.5949321985244751, -0.08327320963144302]"
R,"[0.5040559768676758, 0.8468494415283203, -4.029298850127816e-07]","[0.42198020219802856, 0.783031702041626, -0.05993995815515518]","[0.38035863637924194, 0.6925206780433655, -0.09562583267688751]","[0.387349933385849, 0.6108205318450928, -0.1353534311056137]","[0.4411703944206238, 0.5695132613182068, -0.17179802060127258]","[0.4346507489681244, 0.5490121841430664, 0.0005490569747053087]","[0.4427120089530945, 0.4385278820991516, -0.04697674885392189]","[0.4340571165084839, 0.37215209007263184, -0.0831306204199791]","[0.4340510964393616, 0.32479166984558105, -0.10912787169218063]","[0.4914375841617584, 0.5546215176582336, -0.001944726798683405]","[0.5053547620773315, 0.42772534489631653, -0.07445504516363144]","[0.4712238311767578, 0.49186378717422485, -0.11038995534181595]","[0.4609643518924713, 0.556670069694519, -0.11800245940685272]","[0.5472378730773926, 0.5731955766677856, -0.01662909798324108]","[0.5637981295585632, 0.4624698758125305, -0.08801332861185074]","[0.5224744081497192, 0.5191110372543335, -0.10662520676851273]","[0.5019073486328125, 0.5859854817390442, -0.10116785764694214]","[0.6029015779495239, 0.6049712300300598, -0.0373758003115654]","[0.5914174914360046, 0.5293444991111755, -0.0862426906824112]","[0.5516581535339355, 0.5588330626487732, -0.10077279806137085]","[0.5301626920700073, 0.6092624664306641, -0.10272599756717682]"
L,"[0.5595319867134094, 0.779492974281311, 5.613156872641412e-07]","[0.6004316210746765, 0.7390761375427246, -0.13656920194625854]","[0.5862532258033752, 0.6560662984848022, -0.1998734027147293]","[0.5348135828971863, 0.5970356464385986, -0.248191237449646]","[0.4687038064002991, 0.5446029901504517, -0.2891010046005249]","[0.6109395623207092, 0.5109779238700867, -0.05654929578304291]","[0.5989315509796143, 0.41652345657348633, -0.11434082686901093]","[0.576691746711731, 0.3577849268913269, -0.15633666515350342]","[0.5457202196121216, 0.3386388123035431, -0.17837417125701904]","[0.5405803322792053, 0.5194686651229858, -0.01952541619539261]","[0.4765149652957916, 0.45006000995635986, -0.10049459338188171]","[0.4620678722858429, 0.5231751203536987, -0.14059898257255554]","[0.47204792499542236, 0.5765341520309448, -0.14384587109088898]","[0.4809235632419586, 0.5336914658546448, -0.002574729733169079]","[0.43258029222488403, 0.47462329268455505, -0.0904354676604271]","[0.4362304210662842, 0.5378437638282776, -0.12244332581758499]","[0.4515501856803894, 0.584869384765625, -0.11745930463075638]","[0.43958210945129395, 0.5556768178939819, 0.002772861858829856]","[0.3962429165840149, 0.5151491761207581, -0.06488645076751709]","[0.4004174470901489, 0.5547577738761902, -0.09103637933731079]","[0.4211729168891907, 0.5882063508033752, -0.09326712042093277]"
L,"[0.483965665102005, 0.7951752543449402, 4.277629841453745e-07]","[0.5634826421737671, 0.7375247478485107, -0.008460636250674725]","[0.6082507371902466, 0.6584465503692627, -0.020034287124872208]","[0.6398766040802002, 0.594598114490509, -0.03983157500624657]","[0.6111299991607666, 0.5473855137825012, -0.061202507466077805]","[0.5440444350242615, 0.5394480228424072, 0.0005954696098342538]","[0.526881992816925, 0.42437756061553955, -0.02415769174695015]","[0.5502856373786926, 0.3709073066711426, -0.045232780277729034]","[0.5705295205116272, 0.3279244005680084, -0.0619492344558239]","[0.5060002207756042, 0.5479992032051086, -0.01951013132929802]","[0.5075680017471313, 0.44130557775497437, -0.06237750127911568]","[0.5669415593147278, 0.483580082654953, -0.08550400286912918]","[0.5951402187347412, 0.5318974852561951, -0.09293773025274277]","[0.4718910753726959, 0.5716449022293091, -0.04248420521616936]","[0.4721067547798157, 0.4658331573009491, -0.08577881008386612]","[0.5363828539848328, 0.5137959122657776, -0.09528977423906326]","[0.5613473653793335, 0.5675271153450012, -0.09074575453996658]","[0.43858081102371216, 0.6055240035057068, -0.06705015152692795]","[0.4545428156852722, 0.5224094986915588, -0.10340224951505661]","[0.5051221251487732, 0.5469391345977783, -0.11194690316915512]","[0.5297736525535583, 0.5867550373077393, -0.1108563169836998]"
R,"[0.47349098324775696, 0.8743141293525696, -6.409635489035281e-07]","[0.39573031663894653, 0.8056855201721191, -0.04335116967558861]","[0.3534771800041199, 0.7140947580337524, -0.0715598464012146]","[0.3563838005065918, 0.640829861164093, -0.1058751717209816]","[0.4020245671272278, 0.5860322117805481, -0.13745908439159393]","[0.39975470304489136, 0.5540335178375244, -0.0037973113358020782]","[0.4099918305873871, 0.4422987997531891, -0.04779135435819626]","[0.40587618947029114, 0.37838488817214966, -0.07986357063055038]","[0.4107353091239929, 0.32929301261901855, -0.10300491005182266]","[0.45893555879592896, 0.5631340146064758, -0.015286293812096119]","[0.4811590909957886, 0.4387989640235901, -0.080216184258461]","[0.43152403831481934, 0.5078799724578857, -0.1070985496044159]","[0.40809366106987, 0.5731621980667114, -0.11079269647598267]","[0.5150802135467529, 0.5899186134338379, -0.035987358540296555]","[0.5401199460029602, 0.4803277552127838, -0.0977293848991394]","[0.4874679744243622, 0.5404004454612732, -0.10082712769508362]","[0.4616597294807434, 0.603968620300293, -0.08763986080884933]","[0.565367579460144, 0.6329724192619324, -0.06163284182548523]","[0.5724430680274963, 0.5464465022087097, -0.09836016595363617]","[0.5287217497825623, 0.5732250809669495, -0.096673883497715]","[0.50319504737854, 0.6224404573440552, -0.0888640284538269]"
R,"[0.5227622985839844, 0.7997382879257202, -2.857465517536184e-07]","[0.4593791365623474, 0.7641036510467529, -0.06019547954201698]","[0.4128566384315491, 0.6898478269577026, -0.10145215690135956]","[0.4123392701148987, 0.6308485269546509, -0.14321590960025787]","[0.45297038555145264, 0.5855933427810669, -0.1811704784631729]","[0.4643762409687042, 0.5243241190910339, -0.028227673843503]","[0.47606462240219116, 0.4193565845489502, -0.0785922110080719]","[0.4705659747123718, 0.36094164848327637, -0.11245226860046387]","[0.4624335467815399, 0.33287662267684937, -0.1325242668390274]","[0.5188828706741333, 0.5397360324859619, -0.02826048992574215]","[0.5401834845542908, 0.44792598485946655, -0.09045307338237762]","[0.5013908743858337, 0.5123060345649719, -0.1127529963850975]","[0.4777607023715973, 0.5669387578964233, -0.11269758641719818]","[0.5689347386360168, 0.5688299536705017, -0.03887194022536278]","[0.5943305492401123, 0.48470786213874817, -0.10178042203187943]","[0.5458962321281433, 0.5444434881210327, -0.10331478714942932]","[0.5137450098991394, 0.5991213321685791, -0.08847839385271072]","[0.6128606796264648, 0.6120785474777222, -0.05505188927054405]","[0.6112142205238342, 0.5528039932250977, -0.1030745804309845]","[0.5705799460411072, 0.5879342555999756, -0.10578999668359756]","[0.5442743301391602, 0.6297891736030579, -0.0973697304725647]"
R,"[0.4652300179004669, 0.7685023546218872, 7.560960852970311e-07]","[0.42755258083343506, 0.7214733362197876, -0.1035684272646904]","[0.4369644820690155, 0.6483509540557861, -0.14254508912563324]","[0.4871460497379303, 0.5919720530509949, -0.17030049860477448]","[0.5450572967529297, 0.5383555293083191, -0.19516800343990326]","[0.42364731431007385, 0.5170713663101196, -0.04012750834226608]","[0.43065059185028076, 0.4245254099369049, -0.07153704017400742]","[0.45928841829299927, 0.3740418255329132, -0.10824792832136154]","[0.4863826036453247, 0.3517458140850067, -0.1370221972465515]","[0.4857310652732849, 0.5340515375137329, -0.01137924287468195]","[0.535938560962677, 0.45007914304733276, -0.07138541340827942]","[0.5672549605369568, 0.4799500107765198, -0.13689714670181274]","[0.5717419385910034, 0.5353260040283203, -0.17203421890735626]","[0.5358620285987854, 0.5582595467567444, 0.007074230816215277]","[0.5788030624389648, 0.4795008897781372, -0.054527875036001205]","[0.6000953316688538, 0.5041257739067078, -0.11647006124258041]","[0.5908812284469604, 0.5551050305366516, -0.14640358090400696]","[0.5729278326034546, 0.5852136015892029, 0.018732236698269844]","[0.6039203405380249, 0.5166426301002502, -0.0344088077545166]","[0.6173670887947083, 0.5286298394203186, -0.07660387456417084]","[0.6030334234237671, 0.5699315071105957, -0.09978320449590683]"
L,"[0.5243737697601318, 0.812346339225769, 8.534337325727392e-08]","[0.600360095500946, 0.7699495553970337, -0.017796456813812256]","[0.6410225629806519, 0.676943302154541, -0.03310728818178177]","[0.6550955772399902, 0.6039335131645203, -0.05537085235118866]","[0.5944101214408875, 0.5847090482711792, -0.07966583222150803]","[0.5845063328742981, 0.5289402604103088, -0.015582898631691933]","[0.5643188953399658, 0.4044400751590729, -0.04467712715268135]","[0.5814810395240784, 0.35617610812187195, -0.06597483158111572]","[0.5938308238983154, 0.32547029852867126, -0.08320910483598709]","[0.5358065366744995, 0.5476418733596802, -0.03456075116991997]","[0.5252960920333862, 0.43994489312171936, -0.08572650700807571]","[0.5670453310012817, 0.5093991160392761, -0.10923449695110321]","[0.5911831855773926, 0.56494140625, -0.11579642444849014]","[0.49162784218788147, 0.5808408260345459, -0.056411199271678925]","[0.47340521216392517, 0.4788753092288971, -0.11146387457847595]","[0.534547746181488, 0.5449250936508179, -0.12463543564081192]","[0.5659295320510864, 0.6039538979530334, -0.1214456707239151]","[0.44832777976989746, 0.623874306678772, -0.07963477820158005]","[0.4463251829147339, 0.543237566947937, -0.12362702190876007]","[0.494642049074173, 0.5806441307067871, -0.1346224993467331]","[0.5239690542221069, 0.6269843578338623, -0.13619346916675568]"
