Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.45662721991539, 0.8323525190353394, -6.175971378752365e-08]","[0.39436036348342896, 0.7963911890983582, -0.0751786157488823]","[0.3624981939792633, 0.7478348016738892, -0.1301201581954956]","[0.41079720854759216, 0.7259739637374878, -0.1762894243001938]","[0.4711993336677551, 0.7102349996566772, -0.2148829698562622]","[0.3941691815853119, 0.6007236838340759, -0.10276427119970322]","[0.3970802426338196, 0.5102583169937134, -0.1693360060453415]","[0.4027530252933502, 0.448950856924057, -0.20779703557491302]","[0.4096886217594147, 0.3943926692008972, -0.2350429743528366]","[0.4586784839630127, 0.6046754717826843, -0.09600307792425156]","[0.46064168214797974, 0.6181528568267822, -0.16465696692466736]","[0.4433038532733917, 0.6933352947235107, -0.16409137845039368]","[0.4410277307033539, 0.7046338319778442, -0.15488603711128235]","[0.510250985622406, 0.6333755254745483, -0.09953229874372482]","[0.5169288516044617, 0.6577685475349426, -0.16199451684951782]","[0.4890649616718292, 0.7166603207588196, -0.13658080995082855]","[0.4781612157821655, 0.713841438293457, -0.11178173869848251]","[0.552390992641449, 0.6746364831924438, -0.11186740547418594]","[0.5546987652778625, 0.7051879167556763, -0.16260822117328644]","[0.5237388014793396, 0.7449143528938293, -0.15589560568332672]","[0.5056582093238831, 0.7422753572463989, -0.14327561855316162]"
L,"[0.43203532695770264, 0.7845369577407837, 1.5181039714207145e-07]","[0.5265146493911743, 0.76894211769104, 0.03437567874789238]","[0.5810360312461853, 0.7316732406616211, 0.008754647336900234]","[0.6287991404533386, 0.7052456736564636, -0.031163694337010384]","[0.645770251750946, 0.6992492079734802, -0.06860218942165375]","[0.5776857137680054, 0.5827266573905945, -0.042314041405916214]","[0.6286988258361816, 0.5083091259002686, -0.10528988391160965]","[0.6770769953727722, 0.4519686996936798, -0.15313349664211273]","[0.7033133506774902, 0.40734386444091797, -0.18347439169883728]","[0.5228931307792664, 0.5813339352607727, -0.08556477725505829]","[0.637209951877594, 0.5980634689331055, -0.14024412631988525]","[0.6268131136894226, 0.6645336747169495, -0.13818833231925964]","[0.5891687870025635, 0.6890201568603516, -0.12888188660144806]","[0.49071866273880005, 0.6196688413619995, -0.12661173939704895]","[0.6103847026824951, 0.6186332106590271, -0.17057648301124573]","[0.6065470576286316, 0.6861493587493896, -0.1332765519618988]","[0.5603535771369934, 0.7014507055282593, -0.09991533309221268]","[0.48756930232048035, 0.6624709963798523, -0.1654122769832611]","[0.5884572267532349, 0.6887558698654175, -0.170074000954628]","[0.5837144255638123, 0.729167640209198, -0.12707413733005524]","[0.5413333773612976, 0.7343319058418274, -0.09575295448303223]"
R,"[0.5484340190887451, 0.8582255244255066, -4.2112034748242877e-07]","[0.4688642621040344, 0.8142507076263428, -0.03489222377538681]","[0.40871375799179077, 0.7536505460739136, -0.07441477477550507]","[0.40043896436691284, 0.6986186504364014, -0.11761347204446793]","[0.4527464807033539, 0.6802106499671936, -0.1569995880126953]","[0.44032034277915955, 0.5868656039237976, -0.04286203905940056]","[0.40736037492752075, 0.4812539219856262, -0.09652712196111679]","[0.38305598497390747, 0.41434937715530396, -0.12878476083278656]","[0.37064388394355774, 0.3570547103881836, -0.15349595248699188]","[0.5103968977928162, 0.5847021341323853, -0.053944673389196396]","[0.4451969861984253, 0.5782687067985535, -0.10227661579847336]","[0.43759167194366455, 0.6657774448394775, -0.0994042232632637]","[0.46719956398010254, 0.6884579062461853, -0.09188827127218246]","[0.5641470551490784, 0.6139416694641113, -0.07276472449302673]","[0.5010818243026733, 0.6121793389320374, -0.11189655214548111]","[0.47876882553100586, 0.6858075261116028, -0.07802341878414154]","[0.5016582012176514, 0.7035303711891174, -0.052188243716955185]","[0.6006782054901123, 0.6592402458190918, -0.09841140359640121]","[0.5378770232200623, 0.6752555966377258, -0.12693467736244202]","[0.5109730362892151, 0.7220893502235413, -0.11041251569986343]","[0.5271572470664978, 0.7333717346191406, -0.09408391267061234]"
R,"[0.5155968070030212, 0.8199573159217834, -2.0421761348643486e-07]","[0.43825551867485046, 0.7855961322784424, -0.03177555650472641]","[0.3793489933013916, 0.7363516688346863, -0.07070383429527283]","[0.3601691722869873, 0.6837241053581238, -0.11246731877326965]","[0.4080501198768616, 0.6690024733543396, -0.15172478556632996]","[0.40294116735458374, 0.5785901546478271, -0.039924588054418564]","[0.3690776824951172, 0.4921054244041443, -0.08893638104200363]","[0.3433659076690674, 0.4281827211380005, -0.11987859010696411]","[0.3267371952533722, 0.375143438577652, -0.1442861407995224]","[0.46549591422080994, 0.5709460377693176, -0.04822688177227974]","[0.39170706272125244, 0.574711799621582, -0.08575108647346497]","[0.3929445147514343, 0.6537379026412964, -0.07696796208620071]","[0.42164725065231323, 0.6693416833877563, -0.06689624488353729]","[0.5131291747093201, 0.5969807505607605, -0.06402269750833511]","[0.44076007604599, 0.6087104082107544, -0.0909787192940712]","[0.43105703592300415, 0.6693769693374634, -0.05788804218173027]","[0.4537227153778076, 0.6813985109329224, -0.03483673185110092]","[0.5416214466094971, 0.6411563754081726, -0.08647283166646957]","[0.4763689935207367, 0.6625936627388, -0.10752607136964798]","[0.45896267890930176, 0.7024901509284973, -0.09354446828365326]","[0.47408655285835266, 0.7131925821304321, -0.08024555444717407]"
R,"[0.3893505334854126, 0.8360506296157837, 7.781655426697398e-07]","[0.37944355607032776, 0.8112429976463318, -0.15670810639858246]","[0.4229183495044708, 0.7710335850715637, -0.2335595041513443]","[0.5054615139961243, 0.7476754188537598, -0.2845747470855713]","[0.5986471176147461, 0.7277278900146484, -0.3274056911468506]","[0.4504297077655792, 0.5962773561477661, -0.1610317975282669]","[0.491591215133667, 0.49376511573791504, -0.23967179656028748]","[0.5236042141914368, 0.4288519322872162, -0.28931331634521484]","[0.5447806119918823, 0.3759767711162567, -0.31986600160598755]","[0.5021682977676392, 0.6290974617004395, -0.10882309824228287]","[0.5796136260032654, 0.6213333606719971, -0.20048148930072784]","[0.5363644957542419, 0.7008780837059021, -0.2280169129371643]","[0.5004338026046753, 0.731924295425415, -0.22810332477092743]","[0.5523533225059509, 0.6738661527633667, -0.07077015936374664]","[0.6241733431816101, 0.6619923710823059, -0.1578880101442337]","[0.5838951468467712, 0.7182042002677917, -0.1680947095155716]","[0.550574779510498, 0.7235473990440369, -0.15636326372623444]","[0.5990433692932129, 0.7100952863693237, -0.04453425481915474]","[0.6408775448799133, 0.7177291512489319, -0.10724960267543793]","[0.623175859451294, 0.7541852593421936, -0.1178458034992218]","[0.598634660243988, 0.7521407008171082, -0.11363520473241806]"
R,"[0.5414292812347412, 0.9001920223236084, -4.982965151612007e-07]","[0.4646834135055542, 0.8667360544204712, -0.04838207736611366]","[0.398495078086853, 0.7922624349594116, -0.0904662162065506]","[0.4301452040672302, 0.7397940158843994, -0.13286201655864716]","[0.5021919012069702, 0.7318738102912903, -0.17084655165672302]","[0.4437398314476013, 0.6052636504173279, -0.0640203058719635]","[0.41971608996391296, 0.4882054030895233, -0.12580406665802002]","[0.40122511982917786, 0.4132557511329651, -0.1650742143392563]","[0.3920605182647705, 0.3468834161758423, -0.196132093667984]","[0.5242177248001099, 0.610249400138855, -0.07362024486064911]","[0.4725959300994873, 0.6022365689277649, -0.13356031477451324]","[0.45691603422164917, 0.7042922377586365, -0.13252213597297668]","[0.4808957576751709, 0.7319923639297485, -0.12458445131778717]","[0.5878111124038696, 0.6502971649169922, -0.09190275520086288]","[0.5424710512161255, 0.6510592699050903, -0.14049039781093597]","[0.5088406205177307, 0.7353633642196655, -0.09982161223888397]","[0.5231665372848511, 0.7546618580818176, -0.06754880398511887]","[0.6354562044143677, 0.708886444568634, -0.11865691840648651]","[0.5841748118400574, 0.718965470790863, -0.15400898456573486]","[0.549001157283783, 0.7776108980178833, -0.13189548254013062]","[0.5611541271209717, 0.7913122773170471, -0.11020433902740479]"
L,"[0.5589008927345276, 0.817198634147644, 2.432846883948514e-07]","[0.5823848843574524, 0.7853235602378845, -0.0978984385728836]","[0.5590177774429321, 0.7205171585083008, -0.1358366310596466]","[0.4711257517337799, 0.7006047368049622, -0.15703490376472473]","[0.3958330750465393, 0.6820362210273743, -0.17133130133152008]","[0.5288082361221313, 0.5829055905342102, -0.0826679989695549]","[0.4886764883995056, 0.4869673252105713, -0.13434740900993347]","[0.4623507261276245, 0.42732295393943787, -0.1640479415655136]","[0.44234058260917664, 0.3683885335922241, -0.18251535296440125]","[0.4768967926502228, 0.60509192943573, -0.05544368550181389]","[0.410067617893219, 0.5912265181541443, -0.12109233438968658]","[0.4375474452972412, 0.6666105389595032, -0.13500314950942993]","[0.4730517268180847, 0.6894451975822449, -0.12928147614002228]","[0.43341392278671265, 0.636588454246521, -0.04024389013648033]","[0.37080103158950806, 0.628354549407959, -0.10774604976177216]","[0.40830934047698975, 0.6934162974357605, -0.10463331639766693]","[0.446673721075058, 0.6975401043891907, -0.08629561960697174]","[0.400859534740448, 0.6738867163658142, -0.03366054594516754]","[0.3531525135040283, 0.6768730878829956, -0.08478444814682007]","[0.3830733895301819, 0.7191384434700012, -0.08515579998493195]","[0.4153462052345276, 0.7282981872558594, -0.07280333340167999]"
L,"[0.40325722098350525, 0.8455749750137329, 4.442584042863018e-07]","[0.5213907361030579, 0.82295161485672, 0.002221014816313982]","[0.6162706613540649, 0.7638304233551025, -0.024291640147566795]","[0.6803942918777466, 0.7248055338859558, -0.06311511993408203]","[0.6409339904785156, 0.7063989639282227, -0.10044652968645096]","[0.5970773696899414, 0.5932403802871704, -0.035822730511426926]","[0.6551373600959778, 0.4960762858390808, -0.07845483720302582]","[0.7059659957885742, 0.43120265007019043, -0.11352475732564926]","[0.7339078783988953, 0.36832961440086365, -0.14215290546417236]","[0.5351240634918213, 0.5806987285614014, -0.07114192843437195]","[0.6467416286468506, 0.5753283500671387, -0.12796662747859955]","[0.6527983546257019, 0.6551360487937927, -0.14773282408714294]","[0.6196060180664062, 0.6838719844818115, -0.15299196541309357]","[0.4875565767288208, 0.6148205995559692, -0.10446549206972122]","[0.6154192686080933, 0.6069701313972473, -0.14841175079345703]","[0.6181648969650269, 0.6957297921180725, -0.12137818336486816]","[0.5755084156990051, 0.713085412979126, -0.0939878299832344]","[0.46586471796035767, 0.6668466329574585, -0.1400650590658188]","[0.5883736610412598, 0.6791602969169617, -0.15706609189510345]","[0.5912246108055115, 0.7323653697967529, -0.12557165324687958]","[0.5486421585083008, 0.7404974102973938, -0.09915271401405334]"
R,"[0.5130597949028015, 0.8094778060913086, 2.665967890891352e-08]","[0.43437644839286804, 0.7760446071624756, -0.06655637919902802]","[0.37894847989082336, 0.7336892485618591, -0.12912055850028992]","[0.38746368885040283, 0.689570426940918, -0.19350530207157135]","[0.4416935443878174, 0.6674090027809143, -0.25025662779808044]","[0.4142301678657532, 0.5810428261756897, -0.06102845445275307]","[0.3773384690284729, 0.4785946011543274, -0.1360441893339157]","[0.3559572696685791, 0.41915667057037354, -0.1675793081521988]","[0.3485623896121979, 0.35976260900497437, -0.1853926032781601]","[0.4726874530315399, 0.5899012088775635, -0.06629638373851776]","[0.42190951108932495, 0.5694088935852051, -0.1433107852935791]","[0.42370733618736267, 0.6670055389404297, -0.1330525279045105]","[0.4535488784313202, 0.6777045726776123, -0.10857914388179779]","[0.5210384726524353, 0.6163081526756287, -0.08698853105306625]","[0.47222480177879333, 0.5986649990081787, -0.15452679991722107]","[0.4604083299636841, 0.6866901516914368, -0.11649616062641144]","[0.483801007270813, 0.6924551129341125, -0.07779474556446075]","[0.5592603087425232, 0.6469361782073975, -0.11718298494815826]","[0.5096714496612549, 0.6604726910591125, -0.16069848835468292]","[0.4923167824745178, 0.7132409811019897, -0.14878027141094208]","[0.5101531744003296, 0.7129710912704468, -0.13130991160869598]"
L,"[0.5180067420005798, 0.8959182500839233, 2.5779218049137853e-07]","[0.5817201733589172, 0.8551893830299377, -0.05543498322367668]","[0.6102408170700073, 0.7787378430366516, -0.08824554085731506]","[0.5308837890625, 0.7340928316116333, -0.11552244424819946]","[0.45196637511253357, 0.7184420228004456, -0.1371331810951233]","[0.570761501789093, 0.6096259355545044, -0.07050036638975143]","[0.5638685822486877, 0.4866219460964203, -0.12690511345863342]","[0.5576978325843811, 0.4122809171676636, -0.16330352425575256]","[0.5501442551612854, 0.3350314795970917, -0.1920839101076126]","[0.49864262342453003, 0.6331888437271118, -0.07636534422636032]","[0.4839874804019928, 0.6040912866592407, -0.13877303898334503]","[0.5070816874504089, 0.7093963027000427, -0.1501711755990982]","[0.5307915210723877, 0.7307536005973816, -0.15097731351852417]","[0.439047634601593, 0.6705094575881958, -0.09027713537216187]","[0.41710957884788513, 0.6456493139266968, -0.1508932262659073]","[0.4578973650932312, 0.7384687066078186, -0.13461832702159882]","[0.4940946102142334, 0.7484095096588135, -0.11533616483211517]","[0.39243730902671814, 0.7238134741783142, -0.11027949303388596]","[0.380959153175354, 0.7125303745269775, -0.1466686725616455]","[0.42181396484375, 0.7718051671981812, -0.13015784323215485]","[0.44787636399269104, 0.7812539339065552, -0.11346592754125595]"
R,"[0.44087785482406616, 0.8573348522186279, 5.669630809279624e-07]","[0.399596631526947, 0.8252658247947693, -0.16023603081703186]","[0.40962785482406616, 0.7760664820671082, -0.24964147806167603]","[0.47566112875938416, 0.7547289729118347, -0.3145013153553009]","[0.5602924227714539, 0.7302860021591187, -0.370540052652359]","[0.4393237233161926, 0.6019503474235535, -0.18660491704940796]","[0.4652184545993805, 0.4944724142551422, -0.28753218054771423]","[0.483189195394516, 0.4281219244003296, -0.34164106845855713]","[0.49997732043266296, 0.3745933473110199, -0.37175431847572327]","[0.5009105801582336, 0.633490264415741, -0.14438720047473907]","[0.5452695488929749, 0.6246010065078735, -0.25711923837661743]","[0.49590712785720825, 0.7128629684448242, -0.2720528542995453]","[0.4719999134540558, 0.7325680255889893, -0.25908148288726807]","[0.5557163953781128, 0.6757709383964539, -0.11963169276714325]","[0.606458306312561, 0.662513792514801, -0.22942765057086945]","[0.5565359592437744, 0.7342532873153687, -0.22611525654792786]","[0.5287379622459412, 0.7427595853805542, -0.20142605900764465]","[0.6036707758903503, 0.7102404236793518, -0.10713762044906616]","[0.6243871450424194, 0.7112036347389221, -0.19052943587303162]","[0.5950135588645935, 0.7642199993133545, -0.19855523109436035]","[0.5740403532981873, 0.7761217951774597, -0.18834097683429718]"
L,"[0.4328429698944092, 0.819332480430603, 7.31977038981313e-08]","[0.5267804265022278, 0.7798473238945007, 0.0006782173295505345]","[0.5919933319091797, 0.7346287965774536, -0.02340029552578926]","[0.6395815014839172, 0.693174421787262, -0.05555931106209755]","[0.6125059723854065, 0.6694076657295227, -0.08562947064638138]","[0.5853379964828491, 0.57928067445755, -0.038655322045087814]","[0.6299663186073303, 0.4914098381996155, -0.07658261805772781]","[0.6621609926223755, 0.4366022050380707, -0.10613345354795456]","[0.6856549382209778, 0.3825565576553345, -0.12751373648643494]","[0.5262174010276794, 0.5655059814453125, -0.06408810615539551]","[0.6146525740623474, 0.5707207918167114, -0.1053791269659996]","[0.6134034991264343, 0.6382641196250916, -0.11034636944532394]","[0.5848429203033447, 0.6586485505104065, -0.10729183256626129]","[0.4820139706134796, 0.595734715461731, -0.08809409290552139]","[0.5794568657875061, 0.5965295433998108, -0.13122601807117462]","[0.5854337811470032, 0.6650673747062683, -0.11063244938850403]","[0.5528801679611206, 0.6775131225585938, -0.08691857755184174]","[0.45542967319488525, 0.644748330116272, -0.11205990612506866]","[0.5556221604347229, 0.6511574387550354, -0.1263492852449417]","[0.5606948733329773, 0.6946098804473877, -0.09478924423456192]","[0.5251691937446594, 0.7051762938499451, -0.06835801899433136]"
L,"[0.5598471760749817, 0.8779050707817078, 3.5017470167986176e-07]","[0.6237114667892456, 0.8336306810379028, -0.05594804137945175]","[0.6556718349456787, 0.7715959548950195, -0.09194350987672806]","[0.5872556567192078, 0.7390670776367188, -0.12242773175239563]","[0.5118558406829834, 0.7292929291725159, -0.14929841458797455]","[0.6156142950057983, 0.6025393605232239, -0.07586394995450974]","[0.6129137277603149, 0.5099948048591614, -0.12234722822904587]","[0.6059987545013428, 0.4415627717971802, -0.15392544865608215]","[0.596973717212677, 0.3760186731815338, -0.1809489130973816]","[0.5402200818061829, 0.6072978377342224, -0.0801079198718071]","[0.5407056212425232, 0.625274121761322, -0.1373666226863861]","[0.5646613836288452, 0.7083770036697388, -0.15417145192623138]","[0.5839120149612427, 0.7330834269523621, -0.15980984270572662]","[0.4782150089740753, 0.6410002708435059, -0.09021400660276413]","[0.4806627929210663, 0.6865236163139343, -0.14473728835582733]","[0.5158355236053467, 0.7541995048522949, -0.14269348978996277]","[0.5441694855690002, 0.75579833984375, -0.13466833531856537]","[0.4324871301651001, 0.6914216876029968, -0.10645608603954315]","[0.4419131875038147, 0.7377681136131287, -0.14334699511528015]","[0.4785008430480957, 0.7839282155036926, -0.14038711786270142]","[0.5044142603874207, 0.7835946679115295, -0.13371418416500092]"
L,"[0.5477821230888367, 0.8451790809631348, 4.176864649707568e-07]","[0.5910189151763916, 0.8250413537025452, -0.1199532002210617]","[0.5786084532737732, 0.7638511657714844, -0.17918646335601807]","[0.48077961802482605, 0.7433356046676636, -0.21759763360023499]","[0.3899082839488983, 0.7208899259567261, -0.2499735802412033]","[0.53718101978302, 0.5989242792129517, -0.13548116385936737]","[0.4982379674911499, 0.4790925979614258, -0.20966368913650513]","[0.4718533754348755, 0.40753376483917236, -0.25494372844696045]","[0.4469589591026306, 0.3349853456020355, -0.28508150577545166]","[0.47178924083709717, 0.6169173717498779, -0.1038694754242897]","[0.4019045829772949, 0.6077324151992798, -0.1884925812482834]","[0.4344344139099121, 0.7030059695243835, -0.2049042135477066]","[0.46984708309173584, 0.7241322994232178, -0.20079399645328522]","[0.4165695309638977, 0.651123583316803, -0.08438161015510559]","[0.3481820225715637, 0.6441428065299988, -0.16134679317474365]","[0.3930659294128418, 0.7243225574493408, -0.14449796080589294]","[0.4364074468612671, 0.7320343852043152, -0.11854279041290283]","[0.3745347559452057, 0.6945372223854065, -0.07574272155761719]","[0.3233104348182678, 0.7027835249900818, -0.13348685204982758]","[0.36013472080230713, 0.7535595297813416, -0.12428541481494904]","[0.3972804844379425, 0.7656906843185425, -0.10465782135725021]"
R,"[0.5886402726173401, 0.8378221988677979, -5.37668825018045e-07]","[0.4609890580177307, 0.7969704866409302, -0.0075732567347586155]","[0.3924528956413269, 0.7519248723983765, -0.04079054296016693]","[0.33961620926856995, 0.720180094242096, -0.08009855449199677]","[0.3381394147872925, 0.6873165369033813, -0.11909585446119308]","[0.4306098520755768, 0.574588418006897, -0.03522151708602905]","[0.3558374047279358, 0.4894561171531677, -0.08316843211650848]","[0.3060111999511719, 0.43608173727989197, -0.1216079518198967]","[0.2686477303504944, 0.3863674998283386, -0.15357917547225952]","[0.4747384488582611, 0.5761440396308899, -0.05644797533750534]","[0.33610668778419495, 0.5885828733444214, -0.09446603059768677]","[0.3422205150127411, 0.6712152361869812, -0.09339124709367752]","[0.38867953419685364, 0.6868894100189209, -0.09375796467065811]","[0.5022971034049988, 0.6074928045272827, -0.08144056051969528]","[0.36109980940818787, 0.6195646524429321, -0.10706600546836853]","[0.3706936836242676, 0.6876405477523804, -0.07210341840982437]","[0.41735324263572693, 0.6982198357582092, -0.05255865678191185]","[0.5109962224960327, 0.6557528972625732, -0.11060535162687302]","[0.39471909403800964, 0.6738742589950562, -0.13032536208629608]","[0.4008696377277374, 0.720605194568634, -0.10962242633104324]","[0.4425370693206787, 0.7280346155166626, -0.09393088519573212]"
L,"[0.5156434774398804, 0.8956725597381592, 3.420619520966284e-07]","[0.5923018455505371, 0.8520992994308472, -0.047984521836042404]","[0.640102744102478, 0.7816689610481262, -0.08566756546497345]","[0.6049243807792664, 0.7330367565155029, -0.12205134332180023]","[0.5334970951080322, 0.7280752062797546, -0.15598146617412567]","[0.5995231866836548, 0.606610119342804, -0.06981553882360458]","[0.6149775385856628, 0.5026851296424866, -0.11508886516094208]","[0.6256269216537476, 0.4244205057621002, -0.14695937931537628]","[0.6257560849189758, 0.3564094305038452, -0.1744152158498764]","[0.522182047367096, 0.6110638380050659, -0.08104671537876129]","[0.5425428152084351, 0.6173597574234009, -0.13820496201515198]","[0.5625446438789368, 0.7095038294792175, -0.15390650928020477]","[0.5681325793266296, 0.7352548837661743, -0.15807780623435974]","[0.45881810784339905, 0.6457322239875793, -0.09662879258394241]","[0.47982659935951233, 0.6647321581840515, -0.15128172934055328]","[0.5152705907821655, 0.741540789604187, -0.14475052058696747]","[0.527738630771637, 0.7537699937820435, -0.13328257203102112]","[0.4081270694732666, 0.6990678906440735, -0.11771285533905029]","[0.439166784286499, 0.7193654179573059, -0.15384474396705627]","[0.4773269593715668, 0.7732466459274292, -0.1446516364812851]","[0.4926576018333435, 0.7858046293258667, -0.13324543833732605]"
L,"[0.5305442214012146, 0.8847789764404297, 2.0358361041417083e-07]","[0.60649573802948, 0.8422884941101074, -0.04582679271697998]","[0.6507460474967957, 0.7773172855377197, -0.08490223437547684]","[0.6277728080749512, 0.7308884263038635, -0.12308838963508606]","[0.5621979236602783, 0.7233074307441711, -0.1582515835762024]","[0.6118892431259155, 0.6006831526756287, -0.07684963196516037]","[0.6320056319236755, 0.49805811047554016, -0.12421031296253204]","[0.6444988250732422, 0.4228007197380066, -0.1587085872888565]","[0.6475948095321655, 0.35938775539398193, -0.18755745887756348]","[0.5359066724777222, 0.6043433547019958, -0.08861228823661804]","[0.5653446316719055, 0.6254547238349915, -0.15013931691646576]","[0.5855656266212463, 0.7037553787231445, -0.1682959347963333]","[0.5838714241981506, 0.7309547662734985, -0.17489327490329742]","[0.47557950019836426, 0.6409791111946106, -0.10395296663045883]","[0.5146389603614807, 0.6783091425895691, -0.15583761036396027]","[0.5469500422477722, 0.7390925288200378, -0.15078553557395935]","[0.5483001470565796, 0.7486467361450195, -0.1422533094882965]","[0.4301971197128296, 0.6970111131668091, -0.12535949051380157]","[0.4761008024215698, 0.7337088584899902, -0.1589854657649994]","[0.5066372156143188, 0.7722505331039429, -0.15354448556900024]","[0.5086417198181152, 0.7742155194282532, -0.1458689421415329]"
R,"[0.43857109546661377, 0.8296410441398621, -7.777104293893444e-09]","[0.4218670129776001, 0.7873411774635315, -0.09758421778678894]","[0.4553283452987671, 0.7350179553031921, -0.13911481201648712]","[0.5382431149482727, 0.7110283970832825, -0.16574235260486603]","[0.6162937879562378, 0.6941894292831421, -0.18437260389328003]","[0.48336222767829895, 0.5792083740234375, -0.09219135344028473]","[0.5279936790466309, 0.47530293464660645, -0.15333691239356995]","[0.5532838702201843, 0.41433942317962646, -0.1960965394973755]","[0.5749729871749878, 0.35762766003608704, -0.2254513055086136]","[0.5428646206855774, 0.6110009551048279, -0.06639319658279419]","[0.5978482365608215, 0.5883846282958984, -0.13773347437381744]","[0.5573075413703918, 0.670452892780304, -0.1618984341621399]","[0.5305776596069336, 0.7000698447227478, -0.16618168354034424]","[0.5901078581809998, 0.6512752175331116, -0.05066001042723656]","[0.64774090051651, 0.6267887949943542, -0.12102508544921875]","[0.6004679203033447, 0.6897943615913391, -0.11896952241659164]","[0.5663076639175415, 0.7053742408752441, -0.1023310124874115]","[0.6222991943359375, 0.6897827982902527, -0.04289723187685013]","[0.6637710332870483, 0.6748496890068054, -0.09524179995059967]","[0.6348114013671875, 0.7166198492050171, -0.0934542864561081]","[0.6046305298805237, 0.7285631895065308, -0.08066711574792862]"
R,"[0.4713438153266907, 0.8875405192375183, -6.409605362023285e-07]","[0.4010278284549713, 0.8370821475982666, -0.04050326719880104]","[0.354818731546402, 0.7610976099967957, -0.07402382791042328]","[0.39270251989364624, 0.7186375856399536, -0.1062740907073021]","[0.456333726644516, 0.697499692440033, -0.13237887620925903]","[0.40076178312301636, 0.5952907800674438, -0.058005113154649734]","[0.3853878080844879, 0.4711856245994568, -0.11376812309026718]","[0.3706023693084717, 0.40496504306793213, -0.15047572553157806]","[0.3639533519744873, 0.3418347239494324, -0.17873366177082062]","[0.4703265428543091, 0.6137474179267883, -0.0631091520190239]","[0.4508509039878845, 0.58735591173172, -0.12098333239555359]","[0.430328369140625, 0.6843008995056152, -0.12656372785568237]","[0.43566766381263733, 0.7129919528961182, -0.12518668174743652]","[0.5271875262260437, 0.6496028900146484, -0.07450085878372192]","[0.5177513957023621, 0.6268712878227234, -0.12563009560108185]","[0.47743797302246094, 0.7102682590484619, -0.09371383488178253]","[0.4717537760734558, 0.7324686050415039, -0.06662531197071075]","[0.5732992887496948, 0.6968244314193726, -0.09147524833679199]","[0.5561724305152893, 0.6875079870223999, -0.1296635866165161]","[0.5182560086250305, 0.7412422299385071, -0.11052225530147552]","[0.5117359161376953, 0.755060076713562, -0.09070218354463577]"
R,"[0.47788989543914795, 0.8694696426391602, -4.7116193968577136e-07]","[0.40379953384399414, 0.832169771194458, -0.03875844180583954]","[0.3477875292301178, 0.7689106464385986, -0.07755226641893387]","[0.3648585081100464, 0.7176157236099243, -0.11815378814935684]","[0.42449843883514404, 0.6999066472053528, -0.15404556691646576]","[0.3856695592403412, 0.5994698405265808, -0.04909297078847885]","[0.3595268130302429, 0.4967966675758362, -0.10622109472751617]","[0.3417777419090271, 0.4268028736114502, -0.14260543882846832]","[0.33182293176651, 0.3672729730606079, -0.170614093542099]","[0.45755547285079956, 0.5994806885719299, -0.05880773812532425]","[0.4063739776611328, 0.5947780013084412, -0.11032909154891968]","[0.39358222484588623, 0.6863095760345459, -0.10749100893735886]","[0.4154488444328308, 0.707815408706665, -0.09928233921527863]","[0.5141618251800537, 0.631089448928833, -0.07664185762405396]","[0.4667324423789978, 0.638087272644043, -0.11808919906616211]","[0.4385114312171936, 0.7130917906761169, -0.08071652799844742]","[0.4530962109565735, 0.728012204170227, -0.05139848589897156]","[0.5541582703590393, 0.6805367469787598, -0.10190216451883316]","[0.5052099227905273, 0.6971998810768127, -0.1317709982395172]","[0.47401657700538635, 0.7461990118026733, -0.11224686354398727]","[0.48487424850463867, 0.755275547504425, -0.09295019507408142]"
L,"[0.6053362488746643, 0.911251425743103, 9.247425936109721e-08]","[0.6261397004127502, 0.8699820041656494, -0.09898006170988083]","[0.5898866653442383, 0.8010334968566895, -0.147117480635643]","[0.47696855664253235, 0.7811203002929688, -0.18185925483703613]","[0.38182032108306885, 0.7563672661781311, -0.21037550270557404]","[0.5503252744674683, 0.6207891702651978, -0.09181826561689377]","[0.4923279583454132, 0.5082140564918518, -0.15143756568431854]","[0.44902801513671875, 0.4370676279067993, -0.1872088760137558]","[0.41501855850219727, 0.3694108724594116, -0.21199475228786469]","[0.48852217197418213, 0.6474139094352722, -0.07159560918807983]","[0.3931503891944885, 0.6416344046592712, -0.14534519612789154]","[0.43073734641075134, 0.7314195036888123, -0.1587919443845749]","[0.4835681915283203, 0.7504878044128418, -0.15318165719509125]","[0.43825727701187134, 0.6886413097381592, -0.06319640576839447]","[0.34484368562698364, 0.6864866614341736, -0.13569042086601257]","[0.39295005798339844, 0.7615745067596436, -0.12065700441598892]","[0.4473055303096771, 0.7620795965194702, -0.09580717980861664]","[0.40252625942230225, 0.7387938499450684, -0.06435093283653259]","[0.3290492296218872, 0.7446514964103699, -0.11684776842594147]","[0.37288153171539307, 0.7959679961204529, -0.10531940311193466]","[0.4259663224220276, 0.8052699565887451, -0.08461779356002808]"
