Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.48192235827445984, 0.8422962427139282, -3.189871620179474e-07]","[0.406793475151062, 0.8095522522926331, -0.040705762803554535]","[0.35385072231292725, 0.7506086826324463, -0.08303272724151611]","[0.3630836009979248, 0.6982178688049316, -0.1279221475124359]","[0.41673579812049866, 0.6796279549598694, -0.16927315294742584]","[0.3907192647457123, 0.5942919254302979, -0.050524577498435974]","[0.3623819351196289, 0.4907364845275879, -0.10843625664710999]","[0.3416707515716553, 0.4243822693824768, -0.14068672060966492]","[0.3334314823150635, 0.36647897958755493, -0.16396550834178925]","[0.45730650424957275, 0.5962802171707153, -0.06091766059398651]","[0.4077332615852356, 0.5784889459609985, -0.11648325622081757]","[0.3968745768070221, 0.6694350242614746, -0.1107897236943245]","[0.4207342267036438, 0.6914491653442383, -0.0971488505601883]","[0.5096292495727539, 0.6256691217422485, -0.08001996576786041]","[0.460247665643692, 0.6194103956222534, -0.12526632845401764]","[0.43530941009521484, 0.6960402727127075, -0.08892582356929779]","[0.45298945903778076, 0.7127141356468201, -0.05810675024986267]","[0.5464727878570557, 0.6704027652740479, -0.10634741187095642]","[0.49442964792251587, 0.682420551776886, -0.13636355102062225]","[0.4654156565666199, 0.7328449487686157, -0.11801427602767944]","[0.4775405824184418, 0.7437036633491516, -0.09914988279342651]"
L,"[0.5307688117027283, 0.8655341267585754, 2.757843446943298e-07]","[0.587045431137085, 0.8182185888290405, -0.0422096848487854]","[0.6129876971244812, 0.7438629269599915, -0.0728866383433342]","[0.5483359098434448, 0.7070053815841675, -0.10260188579559326]","[0.48061874508857727, 0.6922100186347961, -0.13046112656593323]","[0.575534999370575, 0.5977855324745178, -0.0572773776948452]","[0.5792160630226135, 0.4821279048919678, -0.10191056877374649]","[0.5795082449913025, 0.40727168321609497, -0.13399054110050201]","[0.5728994607925415, 0.3408032953739166, -0.16070696711540222]","[0.5083184838294983, 0.6134657859802246, -0.06738218665122986]","[0.5039857625961304, 0.5863509774208069, -0.13123087584972382]","[0.5273134112358093, 0.6761002540588379, -0.15004096925258636]","[0.5398609042167664, 0.7146402597427368, -0.15345756709575653]","[0.4519951045513153, 0.6489762663841248, -0.08198650181293488]","[0.443676233291626, 0.6295255422592163, -0.14018207788467407]","[0.4812447726726532, 0.7072714567184448, -0.1307421326637268]","[0.5018561482429504, 0.7311007380485535, -0.1144782081246376]","[0.4058506190776825, 0.6999715566635132, -0.10098449140787125]","[0.4078909754753113, 0.6874057054519653, -0.13907983899116516]","[0.4431408643722534, 0.7339054346084595, -0.1278906613588333]","[0.4628114402294159, 0.7479363679885864, -0.1134742796421051]"
L,"[0.41218674182891846, 0.9134527444839478, 5.013421287003439e-07]","[0.5363381505012512, 0.8736196756362915, -0.03259745612740517]","[0.6140121221542358, 0.8066961169242859, -0.0755811259150505]","[0.6348341107368469, 0.766112744808197, -0.12079714983701706]","[0.5604789853096008, 0.7632805109024048, -0.16297520697116852]","[0.5695882439613342, 0.6227152347564697, -0.1062324047088623]","[0.6205304861068726, 0.5087563395500183, -0.17041833698749542]","[0.6588345766067505, 0.43036597967147827, -0.21569879353046417]","[0.6773241758346558, 0.3574967384338379, -0.2499523162841797]","[0.4835127294063568, 0.6254040598869324, -0.13219302892684937]","[0.560244619846344, 0.6261243224143982, -0.20560391247272491]","[0.5808902382850647, 0.7215967178344727, -0.21829020977020264]","[0.5621354579925537, 0.7636259198188782, -0.2189616709947586]","[0.4188309907913208, 0.6695556044578552, -0.15960335731506348]","[0.5084335207939148, 0.6771226525306702, -0.22317063808441162]","[0.5378170609474182, 0.766832172870636, -0.20501607656478882]","[0.5161394476890564, 0.7929441332817078, -0.18310528993606567]","[0.3782464861869812, 0.7314303517341614, -0.19202105700969696]","[0.47348934412002563, 0.7611555457115173, -0.2288413941860199]","[0.5092264413833618, 0.8124125003814697, -0.2111620306968689]","[0.49070286750793457, 0.8229661583900452, -0.19352100789546967]"
R,"[0.47291335463523865, 0.8457822203636169, 1.0631126201587904e-07]","[0.4121597111225128, 0.8124266266822815, -0.10248679667711258]","[0.3857405185699463, 0.7622418999671936, -0.17132756114006042]","[0.4439201056957245, 0.7422926425933838, -0.22737343609333038]","[0.5128045678138733, 0.7242580056190491, -0.2753617763519287]","[0.4245840609073639, 0.6071071624755859, -0.1330057829618454]","[0.4348914623260498, 0.508124589920044, -0.21930943429470062]","[0.4453160762786865, 0.44462907314300537, -0.268526554107666]","[0.4559621512889862, 0.38514095544815063, -0.30024683475494385]","[0.4933404326438904, 0.6215490102767944, -0.11836202442646027]","[0.49959778785705566, 0.6133819818496704, -0.206778883934021]","[0.47088414430618286, 0.6983165144920349, -0.21340516209602356]","[0.4639064073562622, 0.7121137380599976, -0.20424164831638336]","[0.5479669570922852, 0.6547011137008667, -0.11650343239307404]","[0.5626756548881531, 0.6512548923492432, -0.20217140018939972]","[0.5212416052818298, 0.7222055196762085, -0.17696572840213776]","[0.5041389465332031, 0.7233424186706543, -0.14505207538604736]","[0.5883439779281616, 0.6943026185035706, -0.12451732158660889]","[0.5940755605697632, 0.7084801197052002, -0.1890122890472412]","[0.5598375797271729, 0.7581309080123901, -0.17827847599983215]","[0.542334258556366, 0.7622889876365662, -0.15832610428333282]"
R,"[0.4172288775444031, 0.8421239256858826, -7.41101189305482e-08]","[0.4144686460494995, 0.785437822341919, -0.08460550755262375]","[0.45724183320999146, 0.7248063087463379, -0.11591877043247223]","[0.5442532300949097, 0.7007312774658203, -0.13365933299064636]","[0.6232904195785522, 0.6856998801231384, -0.1429249346256256]","[0.4828226864337921, 0.5710028409957886, -0.06777534633874893]","[0.5385048389434814, 0.4649379849433899, -0.11884864419698715]","[0.5726767778396606, 0.4040532112121582, -0.15540969371795654]","[0.601803183555603, 0.3475725054740906, -0.18129155039787292]","[0.5427173376083374, 0.6101556420326233, -0.044991180300712585]","[0.611619770526886, 0.5792444944381714, -0.10121163725852966]","[0.5672615170478821, 0.6614415645599365, -0.11659348011016846]","[0.5381449460983276, 0.6873869299888611, -0.11605840176343918]","[0.588492214679718, 0.65464848279953, -0.032096318900585175]","[0.6600995063781738, 0.6276282072067261, -0.09147532284259796]","[0.6062833666801453, 0.6927182674407959, -0.081031434237957]","[0.5670621991157532, 0.7021772861480713, -0.060510557144880295]","[0.6137521862983704, 0.6975657343864441, -0.0265062153339386]","[0.6687663793563843, 0.6877790689468384, -0.07226073741912842]","[0.6334556937217712, 0.7328047752380371, -0.06441546976566315]","[0.594283938407898, 0.7385753989219666, -0.04857337847352028]"
R,"[0.5924490690231323, 0.8576818704605103, -6.129424150458362e-07]","[0.47026267647743225, 0.8176082968711853, 0.026084916666150093]","[0.38577279448509216, 0.7694158554077148, -0.0004932992160320282]","[0.3231388032436371, 0.7301349639892578, -0.036937762051820755]","[0.3187239468097687, 0.6994532346725464, -0.07514088600873947]","[0.4170544743537903, 0.5745764374732971, -0.02098417654633522]","[0.3417770266532898, 0.48604440689086914, -0.06710291653871536]","[0.28764843940734863, 0.4298347532749176, -0.1083671823143959]","[0.24699553847312927, 0.376960813999176, -0.14334636926651]","[0.47051092982292175, 0.57830810546875, -0.05191127210855484]","[0.3173680901527405, 0.5873914957046509, -0.06737210601568222]","[0.32902413606643677, 0.6772837042808533, -0.0530937984585762]","[0.38372692465782166, 0.6982492804527283, -0.051479749381542206]","[0.49907392263412476, 0.6189560890197754, -0.08398835361003876]","[0.345148503780365, 0.6232424974441528, -0.09324465692043304]","[0.35617706179618835, 0.7012715935707092, -0.054489437490701675]","[0.41492682695388794, 0.7169739007949829, -0.0393204465508461]","[0.5070865154266357, 0.6697332859039307, -0.1156737357378006]","[0.3670719563961029, 0.6906575560569763, -0.12174608558416367]","[0.3790547251701355, 0.7463500499725342, -0.09730655699968338]","[0.4321536719799042, 0.7564769983291626, -0.08484597504138947]"
R,"[0.38544440269470215, 0.8810508251190186, 2.2617911099587218e-07]","[0.3826652467250824, 0.8480939865112305, -0.12380065768957138]","[0.4347444772720337, 0.8031646609306335, -0.17001096904277802]","[0.5331845283508301, 0.783317506313324, -0.19353488087654114]","[0.6197747588157654, 0.7582499384880066, -0.2053697109222412]","[0.4570145308971405, 0.6110864281654358, -0.1154542788863182]","[0.5179545879364014, 0.5008933544158936, -0.1915060430765152]","[0.5511110424995422, 0.4312463402748108, -0.24707813560962677]","[0.5797719955444336, 0.36813637614250183, -0.28222036361694336]","[0.5169343948364258, 0.6459220051765442, -0.07498613744974136]","[0.6032365560531616, 0.6432723999023438, -0.15989148616790771]","[0.5539160370826721, 0.7344702482223511, -0.18841761350631714]","[0.5143869519233704, 0.7668273448944092, -0.1902349442243576]","[0.5688865780830383, 0.6889134645462036, -0.04685065150260925]","[0.6572030186653137, 0.6809728145599365, -0.13202261924743652]","[0.5973668694496155, 0.7523685097694397, -0.13099464774131775]","[0.5521582365036011, 0.7646722197532654, -0.10831079632043839]","[0.6085984110832214, 0.726007342338562, -0.028035758063197136]","[0.6681229472160339, 0.7248457074165344, -0.08910898864269257]","[0.6328015923500061, 0.7745729088783264, -0.08445862680673599]","[0.5935531258583069, 0.7841669321060181, -0.06502367556095123]"
L,"[0.5451098680496216, 0.8387507796287537, 3.2504388514098537e-07]","[0.5965189933776855, 0.8133021593093872, -0.0681600496172905]","[0.6131428480148315, 0.755841076374054, -0.10274429619312286]","[0.5254467129707336, 0.7304598093032837, -0.12661853432655334]","[0.45351314544677734, 0.7179532647132874, -0.1445353925228119]","[0.5731269717216492, 0.6051574349403381, -0.0768260583281517]","[0.5591025352478027, 0.5152320861816406, -0.12826237082481384]","[0.5469362735748291, 0.457051157951355, -0.15776564180850983]","[0.5353826284408569, 0.39374789595603943, -0.1794547438621521]","[0.5103574395179749, 0.6129603385925293, -0.06979856640100479]","[0.4819749593734741, 0.6145684123039246, -0.12573347985744476]","[0.5081068873405457, 0.7042847871780396, -0.13261272013187408]","[0.5348175168037415, 0.7166936993598938, -0.127690851688385]","[0.45756787061691284, 0.6394043564796448, -0.07164862751960754]","[0.4279918372631073, 0.6617019772529602, -0.1270560324192047]","[0.4695802330970764, 0.7359141707420349, -0.11463072150945663]","[0.5072102546691895, 0.7290149927139282, -0.09666144847869873]","[0.4173338711261749, 0.6789857149124146, -0.08023888617753983]","[0.4028732180595398, 0.7085180282592773, -0.11665433645248413]","[0.44382601976394653, 0.7605208158493042, -0.10615450888872147]","[0.47262853384017944, 0.7593989372253418, -0.09135033935308456]"
L,"[0.5265053510665894, 0.8603854179382324, 4.6672190023855364e-07]","[0.5789419412612915, 0.8151741623878479, -0.08632417023181915]","[0.5836425423622131, 0.7495294809341431, -0.13641086220741272]","[0.5050710439682007, 0.7251116633415222, -0.17628252506256104]","[0.43005508184432983, 0.7180771827697754, -0.2102847546339035]","[0.5568060874938965, 0.5958379507064819, -0.09225776046514511]","[0.5416473150253296, 0.49795565009117126, -0.15050677955150604]","[0.5324081182479858, 0.43179529905319214, -0.1816934198141098]","[0.5228870511054993, 0.3699689507484436, -0.20290079712867737]","[0.4909202456474304, 0.6227015852928162, -0.08220478892326355]","[0.4698370099067688, 0.6005745530128479, -0.1454106569290161]","[0.49468204379081726, 0.6979316473007202, -0.1489209234714508]","[0.519811749458313, 0.7141809463500977, -0.13992519676685333]","[0.43784022331237793, 0.658888041973114, -0.08389333635568619]","[0.40701454877853394, 0.6458691954612732, -0.1476745307445526]","[0.45032840967178345, 0.7308095693588257, -0.1313261091709137]","[0.48818284273147583, 0.7357476949691772, -0.10879415273666382]","[0.39688435196876526, 0.7028309106826782, -0.09421762079000473]","[0.37423279881477356, 0.7042287588119507, -0.13356007635593414]","[0.4160676598548889, 0.7577875852584839, -0.12115909904241562]","[0.447088360786438, 0.7657262086868286, -0.1057153195142746]"
L,"[0.5010182857513428, 0.9018259048461914, 2.661822691152338e-07]","[0.5816057324409485, 0.8594183921813965, -0.04871561378240585]","[0.6293562054634094, 0.7856831550598145, -0.08653499186038971]","[0.5971528887748718, 0.7377580404281616, -0.12161708623170853]","[0.5252829194068909, 0.723264753818512, -0.1542014181613922]","[0.5916002988815308, 0.5999330878257751, -0.08402453362941742]","[0.6135898232460022, 0.4851389527320862, -0.13550972938537598]","[0.6255598068237305, 0.40610358119010925, -0.17147120833396912]","[0.62845778465271, 0.3357275426387787, -0.20066429674625397]","[0.5153199434280396, 0.6118938326835632, -0.09706446528434753]","[0.5438988208770752, 0.6069960594177246, -0.1578175127506256]","[0.5632028579711914, 0.7018045783042908, -0.173542320728302]","[0.5659064054489136, 0.7321882843971252, -0.1790202111005783]","[0.4502176344394684, 0.6488216519355774, -0.11452960222959518]","[0.4802532196044922, 0.6498401165008545, -0.17520658671855927]","[0.5135422348976135, 0.7347278594970703, -0.16799546778202057]","[0.5232073068618774, 0.753977358341217, -0.15571942925453186]","[0.398177832365036, 0.7050941586494446, -0.1369933784008026]","[0.43352192640304565, 0.7006224393844604, -0.17532478272914886]","[0.47280120849609375, 0.7564629316329956, -0.16274581849575043]","[0.4838256537914276, 0.7782083749771118, -0.14944900572299957]"
L,"[0.5774087309837341, 0.8996695280075073, 3.5583465773925127e-07]","[0.638382077217102, 0.8642101287841797, -0.08822523802518845]","[0.6554410457611084, 0.8007447719573975, -0.1278878152370453]","[0.561762809753418, 0.7740857601165771, -0.15365839004516602]","[0.47722434997558594, 0.7582018375396729, -0.17255334556102753]","[0.6051436066627502, 0.612657904624939, -0.09243282675743103]","[0.587217390537262, 0.5107681751251221, -0.14558687806129456]","[0.5689334869384766, 0.4460103511810303, -0.1799897849559784]","[0.5545846819877625, 0.3729824721813202, -0.206737220287323]","[0.536052942276001, 0.6249750256538391, -0.07715826481580734]","[0.5001450777053833, 0.6398506164550781, -0.13681456446647644]","[0.5344462394714355, 0.7356140613555908, -0.15064100921154022]","[0.5713086724281311, 0.7551496028900146, -0.15229880809783936]","[0.4748886525630951, 0.6558501720428467, -0.07236745208501816]","[0.4332515597343445, 0.6864297389984131, -0.13464972376823425]","[0.48268505930900574, 0.7714372873306274, -0.13007356226444244]","[0.5346444845199585, 0.7734311819076538, -0.11670428514480591]","[0.42831194400787354, 0.6961738467216492, -0.07596547156572342]","[0.40499937534332275, 0.7273980379104614, -0.11971761286258698]","[0.45143911242485046, 0.7882932424545288, -0.11512194573879242]","[0.4921925663948059, 0.7971180081367493, -0.10385224968194962]"
L,"[0.5823700428009033, 0.8272814750671387, 5.542002554648207e-07]","[0.5875435471534729, 0.8058182001113892, -0.171674445271492]","[0.5369145274162292, 0.7477837800979614, -0.23996025323867798]","[0.45180752873420715, 0.7248977422714233, -0.2753215432167053]","[0.3664703071117401, 0.7010473012924194, -0.2998771071434021]","[0.5289007425308228, 0.5796597599983215, -0.148434117436409]","[0.46360623836517334, 0.4873220920562744, -0.21951551735401154]","[0.42594197392463684, 0.4202054738998413, -0.25382721424102783]","[0.3968702256679535, 0.3513941168785095, -0.27076244354248047]","[0.4799124598503113, 0.6056954264640808, -0.08455149084329605]","[0.38085612654685974, 0.598574161529541, -0.17045524716377258]","[0.4117598533630371, 0.6882845163345337, -0.17645622789859772]","[0.4535277187824249, 0.7049932479858398, -0.156190425157547]","[0.4329184293746948, 0.6368491649627686, -0.04102161526679993]","[0.3483685553073883, 0.6432232856750488, -0.12994274497032166]","[0.39064571261405945, 0.7178846001625061, -0.12718258798122406]","[0.43185171484947205, 0.7115915417671204, -0.10113983601331711]","[0.3980422616004944, 0.664322018623352, -0.012030846439301968]","[0.34144383668899536, 0.6883307695388794, -0.07916766405105591]","[0.3725842237472534, 0.7376030087471008, -0.08863167464733124]","[0.4067487418651581, 0.7425880432128906, -0.07805703580379486]"
