Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
L,"[0.3516453802585602, 0.6399481892585754, 1.134960939452867e-06]","[0.4312584698200226, 0.550417959690094, 0.10178133845329285]","[0.5049983859062195, 0.5155683159828186, 0.07447037100791931]","[0.5717082023620605, 0.5152633786201477, 0.031141741201281548]","[0.6292886734008789, 0.5241988301277161, -0.015261992812156677]","[0.5113083124160767, 0.4214593172073364, -0.081313855946064]","[0.6278752088546753, 0.40302127599716187, -0.09860600531101227]","[0.7016280889511108, 0.3913746476173401, -0.09826240688562393]","[0.7564845085144043, 0.38066768646240234, -0.10283880680799484]","[0.5086915493011475, 0.4758545458316803, -0.14935435354709625]","[0.6509976387023926, 0.44126176834106445, -0.17909546196460724]","[0.7304927110671997, 0.43557730317115784, -0.1743365228176117]","[0.80287766456604, 0.4204828143119812, -0.17973490059375763]","[0.5045003890991211, 0.5386505722999573, -0.19291774928569794]","[0.6171883344650269, 0.5611743330955505, -0.1506880521774292]","[0.5724972486495972, 0.5920829176902771, -0.06981328129768372]","[0.5331717133522034, 0.5961337685585022, -0.036534879356622696]","[0.5062925815582275, 0.6062769889831543, -0.2316715270280838]","[0.582466721534729, 0.6215736269950867, -0.1662210375070572]","[0.5471156239509583, 0.6388142108917236, -0.09429711848497391]","[0.5093262791633606, 0.6368404626846313, -0.05823992192745209]"
R,"[0.6297769546508789, 0.6518939137458801, -2.1312591513833468e-07]","[0.5976006388664246, 0.5460503101348877, 0.03132764622569084]","[0.5102699995040894, 0.4839642643928528, 0.027109039947390556]","[0.41351455450057983, 0.4772433340549469, 0.013370606116950512]","[0.3413217067718506, 0.49092406034469604, -0.008525676093995571]","[0.47417372465133667, 0.4188861548900604, -0.004374159965664148]","[0.3304552435874939, 0.39585795998573303, -0.009100760333240032]","[0.24529170989990234, 0.3922833204269409, -0.009955045767128468]","[0.18268299102783203, 0.38073769211769104, -0.013218929059803486]","[0.4629589915275574, 0.45328032970428467, -0.03206236660480499]","[0.29962384700775146, 0.44762444496154785, -0.03296725079417229]","[0.21536633372306824, 0.4466884732246399, -0.03337951377034187]","[0.1482749879360199, 0.43197348713874817, -0.03765968605875969]","[0.4546123147010803, 0.5101873874664307, -0.0536285899579525]","[0.3368057608604431, 0.5601996183395386, -0.04919254034757614]","[0.3824891448020935, 0.5979069471359253, -0.040303073823451996]","[0.431344211101532, 0.5944432616233826, -0.03844200447201729]","[0.4450125992298126, 0.5700006484985352, -0.07268965244293213]","[0.3738050162792206, 0.6147605180740356, -0.07158718258142471]","[0.41666877269744873, 0.6378197073936462, -0.06018991768360138]","[0.4617622494697571, 0.6263908743858337, -0.052679337561130524]"
R,"[0.6328888535499573, 0.6382415890693665, -3.3698501056278474e-07]","[0.6060659289360046, 0.5332733988761902, 0.03922589495778084]","[0.522687554359436, 0.47428098320961, 0.04223579168319702]","[0.4331005811691284, 0.461770236492157, 0.03650574013590813]","[0.37202611565589905, 0.47985661029815674, 0.022752759978175163]","[0.47950035333633423, 0.41747182607650757, -0.0006925767520442605]","[0.3468821048736572, 0.3982575535774231, 0.006765851750969887]","[0.2740814685821533, 0.39715561270713806, 0.017656981945037842]","[0.22137969732284546, 0.38823580741882324, 0.02249975875020027]","[0.4730963408946991, 0.44893190264701843, -0.025943458080291748]","[0.3252759873867035, 0.4522686004638672, -0.013103500939905643]","[0.25190961360931396, 0.45762449502944946, -0.004541927017271519]","[0.19478699564933777, 0.44989386200904846, -0.0038439228665083647]","[0.46515294909477234, 0.5003916621208191, -0.04330195114016533]","[0.3579137325286865, 0.5479689240455627, -0.025251012295484543]","[0.3940238058567047, 0.5798755884170532, -0.013155520893633366]","[0.43490421772003174, 0.5801279544830322, -0.012177625671029091]","[0.4544374644756317, 0.5557346940040588, -0.057397790253162384]","[0.38906383514404297, 0.600612998008728, -0.048236310482025146]","[0.4264712631702423, 0.6200189590454102, -0.036220014095306396]","[0.4649466872215271, 0.613472580909729, -0.028951676562428474]"
R,"[0.6771062016487122, 0.6481792330741882, -3.049968029245065e-07]","[0.6635781526565552, 0.5239781737327576, 0.06045916676521301]","[0.591182291507721, 0.46649083495140076, 0.08587397634983063]","[0.5120822191238403, 0.45478546619415283, 0.10268911719322205]","[0.4465562105178833, 0.47925108671188354, 0.11572015285491943]","[0.532931923866272, 0.4126737117767334, 0.025953384116292]","[0.39898842573165894, 0.39169058203697205, 0.054039597511291504]","[0.3237500786781311, 0.3944743871688843, 0.08309756219387054]","[0.26699498295783997, 0.387053906917572, 0.1003660038113594]","[0.5025047659873962, 0.45465123653411865, 0.003318619215860963]","[0.3506718575954437, 0.45100992918014526, 0.014903913252055645]","[0.2684457302093506, 0.4454323351383209, 0.025081804022192955]","[0.20655333995819092, 0.430740624666214, 0.031686801463365555]","[0.4810110032558441, 0.5194188952445984, -0.007090942468494177]","[0.40516170859336853, 0.5603664517402649, 0.015600958839058876]","[0.447681188583374, 0.5913717150688171, 0.034392502158880234]","[0.48645222187042236, 0.5911088585853577, 0.04559183120727539]","[0.4639294743537903, 0.5873602628707886, -0.011960038915276527]","[0.43131667375564575, 0.6154252290725708, 0.007375584449619055]","[0.47476309537887573, 0.6319936513900757, 0.02613474614918232]","[0.5143786072731018, 0.6268934011459351, 0.041314221918582916]"
R,"[0.6110305786132812, 0.6461090445518494, -4.909454673907021e-07]","[0.6099364757537842, 0.5318707227706909, 0.024776136502623558]","[0.5324839949607849, 0.45649757981300354, 0.04439244419336319]","[0.44833511114120483, 0.44154298305511475, 0.061062660068273544]","[0.3835545778274536, 0.46092477440834045, 0.0720866471529007]","[0.4820140600204468, 0.40652069449424744, 0.019086690619587898]","[0.36254602670669556, 0.3985785245895386, 0.044704947620630264]","[0.3022548258304596, 0.4072321057319641, 0.061655666679143906]","[0.2535553574562073, 0.4074138402938843, 0.0714707300066948]","[0.4439738988876343, 0.45463886857032776, 0.011279121041297913]","[0.3289841413497925, 0.4682805836200714, 0.03828275948762894]","[0.26637500524520874, 0.47494998574256897, 0.03883645683526993]","[0.21692872047424316, 0.47284579277038574, 0.03310735896229744]","[0.4194096624851227, 0.5158672332763672, 0.01001736894249916]","[0.3485143780708313, 0.554952085018158, 0.02626178041100502]","[0.369245707988739, 0.5861515402793884, 0.011429823003709316]","[0.3920350670814514, 0.5981497764587402, -0.0027956676203757524]","[0.40019845962524414, 0.5789388418197632, 0.012869146652519703]","[0.36617040634155273, 0.606959342956543, 0.02039765566587448]","[0.39867305755615234, 0.6280609369277954, 0.020866991952061653]","[0.431821346282959, 0.6387714743614197, 0.02140677347779274]"
R,"[0.6638469696044922, 0.6649900078773499, -3.858655759358953e-07]","[0.6415705680847168, 0.5407540202140808, 0.04431333392858505]","[0.5365987420082092, 0.4771287143230438, 0.050377655774354935]","[0.4223453998565674, 0.479602575302124, 0.048544660210609436]","[0.34254127740859985, 0.5063762664794922, 0.03935239091515541]","[0.49309274554252625, 0.4046783149242401, -0.009877457283437252]","[0.3308830261230469, 0.377714067697525, 5.615790723823011e-05]","[0.2447313666343689, 0.3786075711250305, 0.012412949465215206]","[0.17829638719558716, 0.368171751499176, 0.017054514959454536]","[0.47749063372612, 0.45080065727233887, -0.03692931681871414]","[0.29786404967308044, 0.44335004687309265, -0.026861416175961494]","[0.2028639316558838, 0.4405633211135864, -0.021729785948991776]","[0.12546232342720032, 0.4241175055503845, -0.025388352572917938]","[0.4653448462486267, 0.5210531949996948, -0.05378960445523262]","[0.3493688404560089, 0.5667871236801147, -0.03424996882677078]","[0.39744001626968384, 0.6055921316146851, -0.02343033440411091]","[0.4465312957763672, 0.6066178679466248, -0.024193301796913147]","[0.45474278926849365, 0.5926980972290039, -0.06631400436162949]","[0.38839462399482727, 0.6331042647361755, -0.05015231668949127]","[0.4338805675506592, 0.652758777141571, -0.03480084612965584]","[0.4813373386859894, 0.6473231911659241, -0.02755674533545971]"
L,"[0.386747807264328, 0.6599076986312866, 2.807449845931842e-07]","[0.43053728342056274, 0.5398250222206116, 0.12267427146434784]","[0.5139045715332031, 0.49728041887283325, 0.15602725744247437]","[0.5819852352142334, 0.4849441945552826, 0.1700080782175064]","[0.6447139382362366, 0.4959839880466461, 0.1769748330116272]","[0.5489203929901123, 0.410346657037735, 0.0505862683057785]","[0.6861643195152283, 0.40463560819625854, 0.09708277136087418]","[0.7512728571891785, 0.41059795022010803, 0.13087330758571625]","[0.8080921173095703, 0.4101080000400543, 0.1510627120733261]","[0.5817440748214722, 0.4654012620449066, 0.004328787326812744]","[0.7171952128410339, 0.4561387002468109, 0.0750482976436615]","[0.7931088805198669, 0.46082407236099243, 0.10516022145748138]","[0.8533209562301636, 0.45498356223106384, 0.1081344485282898]","[0.6068576574325562, 0.5283010005950928, -0.025172796100378036]","[0.662062406539917, 0.5459799766540527, 0.06795886158943176]","[0.5921865701675415, 0.5821524858474731, 0.08484911918640137]","[0.5432322025299072, 0.600419282913208, 0.06683909147977829]","[0.6378061771392822, 0.5867098569869995, -0.046152278780937195]","[0.6354308128356934, 0.610743522644043, 0.035750094801187515]","[0.575596272945404, 0.6294820308685303, 0.054322175681591034]","[0.5348470211029053, 0.6394283771514893, 0.047981202602386475]"
L,"[0.35199058055877686, 0.6343972682952881, 1.0655780897650402e-06]","[0.38803645968437195, 0.537341296672821, 0.020012738183140755]","[0.46899929642677307, 0.4902142286300659, 0.006745961029082537]","[0.5595760941505432, 0.49004027247428894, -0.012365791946649551]","[0.6199647188186646, 0.502366840839386, -0.027907060459256172]","[0.48599714040756226, 0.41989365220069885, -0.04183189943432808]","[0.6156008243560791, 0.405185729265213, -0.07074908912181854]","[0.6878485679626465, 0.4011780321598053, -0.0809277817606926]","[0.7460736632347107, 0.3929937779903412, -0.08586899191141129]","[0.5005506873130798, 0.4574824273586273, -0.07194282859563828]","[0.6529658436775208, 0.44411414861679077, -0.10821695625782013]","[0.7454349398612976, 0.4391007423400879, -0.12045933306217194]","[0.817234992980957, 0.42935726046562195, -0.12752266228199005]","[0.5066735744476318, 0.5112317204475403, -0.09564988315105438]","[0.6235235333442688, 0.5639219284057617, -0.12044187635183334]","[0.5831552147865295, 0.5919055342674255, -0.09564656764268875]","[0.5413788557052612, 0.5923979878425598, -0.07252387702465057]","[0.5083585977554321, 0.5734223127365112, -0.11851508915424347]","[0.5869739055633545, 0.6193293333053589, -0.12414062023162842]","[0.5541455149650574, 0.6368753910064697, -0.09769253432750702]","[0.5200202465057373, 0.6273179650306702, -0.07493814080953598]"
R,"[0.6394912004470825, 0.6557368040084839, 1.5227177740939624e-08]","[0.61087965965271, 0.5588715076446533, 0.020730631425976753]","[0.5157737731933594, 0.4961700141429901, 0.001929674530401826]","[0.4100136160850525, 0.4991268217563629, -0.023336945101618767]","[0.3437159061431885, 0.5101513862609863, -0.05679265409708023]","[0.48676031827926636, 0.4172435700893402, -0.043150778859853745]","[0.34255486726760864, 0.39917609095573425, -0.06252030283212662]","[0.2563045024871826, 0.3917985260486603, -0.07272256165742874]","[0.19640156626701355, 0.38086891174316406, -0.08289248496294022]","[0.494269996881485, 0.46484628319740295, -0.07375018298625946]","[0.3224547505378723, 0.4503365755081177, -0.09012125432491302]","[0.24393868446350098, 0.43953660130500793, -0.09577751904726028]","[0.1817132532596588, 0.42223578691482544, -0.10475771129131317]","[0.49429622292518616, 0.5306817889213562, -0.0973978340625763]","[0.33879080414772034, 0.5657728910446167, -0.10338263213634491]","[0.371690571308136, 0.5944805145263672, -0.08596455305814743]","[0.41729724407196045, 0.5913525819778442, -0.07787759602069855]","[0.49022138118743896, 0.5996601581573486, -0.11918121576309204]","[0.3784431219100952, 0.624851644039154, -0.12476558238267899]","[0.41068005561828613, 0.6388906240463257, -0.10628178715705872]","[0.4564802050590515, 0.6321487426757812, -0.09341563284397125]"
L,"[0.3317009508609772, 0.6499661207199097, 1.1291509736111038e-06]","[0.364372193813324, 0.5439002513885498, 0.009998069144785404]","[0.45490631461143494, 0.49446311593055725, -0.009811137802898884]","[0.5542634725570679, 0.494510680437088, -0.03283988684415817]","[0.6222743988037109, 0.5086333155632019, -0.052582673728466034]","[0.4714910387992859, 0.4133763611316681, -0.06530413031578064]","[0.617321252822876, 0.39538511633872986, -0.10149592161178589]","[0.7009554505348206, 0.3919954299926758, -0.11520229279994965]","[0.7676370143890381, 0.38307619094848633, -0.12149177491664886]","[0.4856775104999542, 0.4555209279060364, -0.09260071814060211]","[0.655015766620636, 0.43783247470855713, -0.12953029572963715]","[0.75299072265625, 0.43580880761146545, -0.1375190168619156]","[0.8287367820739746, 0.4264475107192993, -0.1419748067855835]","[0.49257275462150574, 0.5152234435081482, -0.11393029242753983]","[0.6246132850646973, 0.5635135173797607, -0.14143046736717224]","[0.5825681686401367, 0.5920694470405579, -0.11426915973424911]","[0.5360332727432251, 0.5922955274581909, -0.0893353521823883]","[0.49363306164741516, 0.581958532333374, -0.1351788341999054]","[0.5817460417747498, 0.6236774325370789, -0.14342248439788818]","[0.5476524829864502, 0.6402153372764587, -0.11561057716608047]","[0.5094168186187744, 0.6305238008499146, -0.09166780114173889]"
L,"[0.3263540267944336, 0.6861827373504639, 1.2854587794208783e-06]","[0.3936978578567505, 0.5826061367988586, 0.05982597544789314]","[0.48792964220046997, 0.5297631621360779, 0.029564300552010536]","[0.5676615834236145, 0.5112765431404114, -0.011623639613389969]","[0.6369764804840088, 0.4945890009403229, -0.05106935277581215]","[0.46475672721862793, 0.41480568051338196, -0.09278909116983414]","[0.6140034794807434, 0.39070069789886475, -0.12846995890140533]","[0.6951507329940796, 0.37503188848495483, -0.13973437249660492]","[0.7660483717918396, 0.3582325875759125, -0.14839370548725128]","[0.4677696228027344, 0.4618668854236603, -0.14949962496757507]","[0.6437959671020508, 0.4319932162761688, -0.1952158808708191]","[0.7501487731933594, 0.4218791127204895, -0.199635848402977]","[0.830366849899292, 0.4096525013446808, -0.20772799849510193]","[0.47008246183395386, 0.5255488753318787, -0.1890960931777954]","[0.6203997731208801, 0.574515163898468, -0.18157203495502472]","[0.5737186670303345, 0.6067812442779541, -0.1130797415971756]","[0.5198711156845093, 0.6092339158058167, -0.07745952904224396]","[0.4764440953731537, 0.5972696542739868, -0.22771088778972626]","[0.5777631998062134, 0.632439374923706, -0.19405823945999146]","[0.5418992638587952, 0.6548682451248169, -0.13325978815555573]","[0.4973483681678772, 0.6519029140472412, -0.0980570912361145]"
L,"[0.38637447357177734, 0.6508716344833374, 1.2241470130902599e-06]","[0.4571741223335266, 0.5474870204925537, 0.08193980902433395]","[0.5420672297477722, 0.4991781711578369, 0.049716491252183914]","[0.6138787865638733, 0.47431427240371704, 0.007119638845324516]","[0.6877884864807129, 0.450364351272583, -0.03908248990774155]","[0.5369550585746765, 0.40882235765457153, -0.11470681428909302]","[0.6744011640548706, 0.3933272659778595, -0.13481096923351288]","[0.7522708773612976, 0.38300955295562744, -0.1297641098499298]","[0.8123018741607666, 0.369895339012146, -0.1279495656490326]","[0.5384721159934998, 0.46685850620269775, -0.17420651018619537]","[0.7057045102119446, 0.4356190264225006, -0.19300176203250885]","[0.79366135597229, 0.43591997027397156, -0.17417992651462555]","[0.8682303428649902, 0.42701682448387146, -0.17080141603946686]","[0.5388272404670715, 0.5335875749588013, -0.21094085276126862]","[0.6711075305938721, 0.5584288835525513, -0.16905665397644043]","[0.6198455691337585, 0.5879622101783752, -0.08916666358709335]","[0.5708712935447693, 0.5927020907402039, -0.05752365291118622]","[0.5439301133155823, 0.6025260090827942, -0.24393150210380554]","[0.6255842447280884, 0.6209562420845032, -0.18603713810443878]","[0.5852198600769043, 0.6385177373886108, -0.11855656653642654]","[0.5432233810424805, 0.6388772130012512, -0.08533599972724915]"
L,"[0.3466525077819824, 0.6596694588661194, 1.3129432545611053e-06]","[0.3724076449871063, 0.5303270816802979, 0.023948876187205315]","[0.4605725407600403, 0.4699171483516693, 0.005449541844427586]","[0.5585977435112, 0.4627714157104492, -0.018068943172693253]","[0.6329644918441772, 0.4831438660621643, -0.03915032744407654]","[0.5053489804267883, 0.3989453911781311, -0.07108291983604431]","[0.674492359161377, 0.3816415071487427, -0.10867118835449219]","[0.7703410387039185, 0.3754234313964844, -0.1216261237859726]","[0.8457605838775635, 0.3638043999671936, -0.127851665019989]","[0.5349857211112976, 0.45393407344818115, -0.10452429205179214]","[0.7266015410423279, 0.4323536157608032, -0.14532744884490967]","[0.8343172669410706, 0.4279681146144867, -0.15641191601753235]","[0.9140044450759888, 0.4172469973564148, -0.16288170218467712]","[0.5487326383590698, 0.5255045294761658, -0.12758560478687286]","[0.6813544034957886, 0.5727680921554565, -0.14593486487865448]","[0.6293447017669678, 0.603668212890625, -0.10568845272064209]","[0.5773839354515076, 0.6038323640823364, -0.07410170882940292]","[0.5502787828445435, 0.601912260055542, -0.14999745786190033]","[0.6323968172073364, 0.6450238823890686, -0.14928297698497772]","[0.5871756672859192, 0.6656928062438965, -0.10996618121862411]","[0.5429753065109253, 0.6553339958190918, -0.07769575715065002]"
R,"[0.5704132318496704, 0.6744552850723267, -5.216213025960315e-07]","[0.6037320494651794, 0.5595662593841553, 0.14845852553844452]","[0.5536196231842041, 0.5075123906135559, 0.23866353929042816]","[0.4877544939517975, 0.4938090741634369, 0.3086901903152466]","[0.42969292402267456, 0.4882555902004242, 0.37170833349227905]","[0.47818467020988464, 0.4154781401157379, 0.2151269018650055]","[0.4243997633457184, 0.4424761235713959, 0.34057480096817017]","[0.41120439767837524, 0.4735446572303772, 0.4145800769329071]","[0.40680259466171265, 0.4909847378730774, 0.4575401544570923]","[0.42687922716140747, 0.46487295627593994, 0.18650729954242706]","[0.36570149660110474, 0.4650205075740814, 0.3386990427970886]","[0.35231637954711914, 0.4846923053264618, 0.40408000349998474]","[0.34775155782699585, 0.48232513666152954, 0.4297742247581482]","[0.3880111873149872, 0.5221667289733887, 0.16842596232891083]","[0.3604251742362976, 0.5330550670623779, 0.3003917336463928]","[0.4009115397930145, 0.5732135772705078, 0.3101170063018799]","[0.44357985258102417, 0.5877470970153809, 0.28951939940452576]","[0.3526703417301178, 0.5719847679138184, 0.16196732223033905]","[0.3630702495574951, 0.5980026721954346, 0.25103750824928284]","[0.40339916944503784, 0.6240509152412415, 0.2602593004703522]","[0.43938228487968445, 0.6322144269943237, 0.2506824731826782]"
R,"[0.5527368783950806, 0.6337922215461731, -2.632932591950521e-07]","[0.5758451819419861, 0.529003381729126, 0.1115947887301445]","[0.5149512887001038, 0.478024959564209, 0.1974346786737442]","[0.4511772394180298, 0.4788818359375, 0.2648749351501465]","[0.39741045236587524, 0.4940106272697449, 0.3265683948993683]","[0.4516044855117798, 0.4113364517688751, 0.21426503360271454]","[0.37456920742988586, 0.4294826090335846, 0.3039988875389099]","[0.332319438457489, 0.4458692669868469, 0.3612893223762512]","[0.3103278875350952, 0.45509275794029236, 0.40151137113571167]","[0.39268890023231506, 0.4551667273044586, 0.1914571076631546]","[0.32126230001449585, 0.4547037184238434, 0.3157674968242645]","[0.30122190713882446, 0.4659692049026489, 0.38716161251068115]","[0.29159626364707947, 0.46255409717559814, 0.4337404668331146]","[0.3560309410095215, 0.5107587575912476, 0.1678464114665985]","[0.3166765868663788, 0.5319598913192749, 0.25836876034736633]","[0.34645962715148926, 0.564093291759491, 0.27782827615737915]","[0.3787733018398285, 0.5716025829315186, 0.2876609265804291]","[0.3300165832042694, 0.574571430683136, 0.15096509456634521]","[0.32380691170692444, 0.600625216960907, 0.2039717435836792]","[0.36088404059410095, 0.6210174560546875, 0.21513871848583221]","[0.3934985399246216, 0.6356878280639648, 0.22529546916484833]"
R,"[0.6276839375495911, 0.6309857368469238, -1.3484195449109393e-07]","[0.6099290251731873, 0.5162582993507385, 0.024386689066886902]","[0.5374570488929749, 0.45600712299346924, 0.026029912754893303]","[0.45410841703414917, 0.450405478477478, 0.020522017031908035]","[0.39214441180229187, 0.4783623516559601, 0.008925313130021095]","[0.4864031970500946, 0.41553524136543274, -0.004503464791923761]","[0.348432719707489, 0.39901113510131836, -0.0015783533453941345]","[0.2754438519477844, 0.40201786160469055, 0.004674035124480724]","[0.22156760096549988, 0.39435940980911255, 0.007132138591259718]","[0.46386733651161194, 0.45093661546707153, -0.024162163957953453]","[0.3183208703994751, 0.44954928755760193, -0.020355718210339546]","[0.24108296632766724, 0.4496183693408966, -0.02148197963833809]","[0.18067526817321777, 0.43629300594329834, -0.024721544235944748]","[0.4501071274280548, 0.5082892179489136, -0.03758121654391289]","[0.3712501525878906, 0.5563655495643616, -0.03132064267992973]","[0.4146062135696411, 0.5939104557037354, -0.0298380758613348]","[0.45593738555908203, 0.5944189429283142, -0.030942818149924278]","[0.43687695264816284, 0.5702879428863525, -0.048694875091314316]","[0.40014541149139404, 0.6164731979370117, -0.045542314648628235]","[0.44293561577796936, 0.6347113847732544, -0.03881571441888809]","[0.480295330286026, 0.626706600189209, -0.03341427817940712]"
R,"[0.6050949692726135, 0.6485820412635803, -4.0109350152306433e-07]","[0.5730162858963013, 0.5300585627555847, 0.08863329142332077]","[0.488648921251297, 0.48030203580856323, 0.11021057516336441]","[0.4016432464122772, 0.4717923402786255, 0.11684650927782059]","[0.32871514558792114, 0.4911714494228363, 0.1159643605351448]","[0.4572979211807251, 0.41415202617645264, 0.030006498098373413]","[0.31787794828414917, 0.38790372014045715, 0.06337323039770126]","[0.24301455914974213, 0.3901057839393616, 0.09674505144357681]","[0.18095287680625916, 0.3810138404369354, 0.11497247964143753]","[0.435652494430542, 0.4548702538013458, -0.007592414040118456]","[0.27554911375045776, 0.4445980489253998, 0.01637573540210724]","[0.1894245147705078, 0.4471896290779114, 0.033646900206804276]","[0.11997589468955994, 0.43525004386901855, 0.039252717047929764]","[0.41909176111221313, 0.5172985792160034, -0.029601989313960075]","[0.3211067318916321, 0.553149938583374, 0.013109658844769001]","[0.3681987524032593, 0.5924396514892578, 0.03369736671447754]","[0.4145555794239044, 0.5920710563659668, 0.035604704171419144]","[0.39911067485809326, 0.5798132419586182, -0.04372287914156914]","[0.35562458634376526, 0.6155693531036377, -0.004848850890994072]","[0.39866185188293457, 0.636750340461731, 0.01638972759246826]","[0.44320040941238403, 0.6293048858642578, 0.02496277168393135]"
L,"[0.3586560785770416, 0.621511697769165, 1.0716462384152692e-06]","[0.37494778633117676, 0.521381139755249, 0.0067000617273151875]","[0.44502559304237366, 0.4694490134716034, -0.008666610345244408]","[0.5230497121810913, 0.4638594090938568, -0.027407009154558182]","[0.5769557952880859, 0.4825476109981537, -0.04277541860938072]","[0.48311731219291687, 0.41958096623420715, -0.04977213963866234]","[0.6155850291252136, 0.4037218391895294, -0.08617287874221802]","[0.6957613825798035, 0.39870601892471313, -0.10059092938899994]","[0.7563958764076233, 0.391230046749115, -0.10661443322896957]","[0.5035147070884705, 0.4604146182537079, -0.07173314690589905]","[0.6528248190879822, 0.44668906927108765, -0.11378447711467743]","[0.7403631210327148, 0.4392828941345215, -0.1276913583278656]","[0.8078280687332153, 0.4265153110027313, -0.1322827786207199]","[0.5119311809539795, 0.5157236456871033, -0.0887782871723175]","[0.6140981316566467, 0.563927412033081, -0.12189670652151108]","[0.5751830339431763, 0.5854781270027161, -0.10152266919612885]","[0.5385076403617859, 0.5805343389511108, -0.07689211517572403]","[0.511020839214325, 0.5754780769348145, -0.10536260902881622]","[0.5808911919593811, 0.6221267580986023, -0.11910173296928406]","[0.5472310781478882, 0.6361308097839355, -0.09592224657535553]","[0.5160216093063354, 0.6220842003822327, -0.07200832664966583]"
L,"[0.3896728754043579, 0.6587157249450684, 1.151035689872515e-06]","[0.4456866681575775, 0.5781943798065186, -0.004138040356338024]","[0.5177583694458008, 0.5173368453979492, -0.03403209149837494]","[0.5821316242218018, 0.4962124228477478, -0.06620515882968903]","[0.6173626184463501, 0.48662763833999634, -0.09455311298370361]","[0.4802536368370056, 0.4300113320350647, -0.07642322033643723]","[0.5812467932701111, 0.4129040539264679, -0.12187880277633667]","[0.6384335160255432, 0.40298008918762207, -0.1488996297121048]","[0.6864977478981018, 0.3920065760612488, -0.16706809401512146]","[0.465652734041214, 0.4689313471317291, -0.09997496008872986]","[0.5957398414611816, 0.4547395408153534, -0.15585319697856903]","[0.6712138652801514, 0.4417409896850586, -0.1778356283903122]","[0.7316137552261353, 0.4273538887500763, -0.19320911169052124]","[0.4591987431049347, 0.5218037962913513, -0.1191878393292427]","[0.6012758016586304, 0.5548630952835083, -0.1558125615119934]","[0.5720195174217224, 0.5747048854827881, -0.13142544031143188]","[0.5311052799224854, 0.5744789242744446, -0.11034052073955536]","[0.4586998224258423, 0.5798946619033813, -0.1403319388628006]","[0.5698210000991821, 0.6049957275390625, -0.1541588455438614]","[0.5496878623962402, 0.6127493381500244, -0.1314081996679306]","[0.5140364170074463, 0.6035765409469604, -0.11317485570907593]"
R,"[0.6059845089912415, 0.6346560716629028, 3.706598405983641e-08]","[0.5619651079177856, 0.5269163846969604, 0.10608203709125519]","[0.488648384809494, 0.47134631872177124, 0.12789346277713776]","[0.4177359342575073, 0.45619088411331177, 0.1357652246952057]","[0.3499932289123535, 0.4558236300945282, 0.13543596863746643]","[0.44877782464027405, 0.4141308665275574, 0.01326647400856018]","[0.31530284881591797, 0.3939056396484375, 0.060016803443431854]","[0.23751452565193176, 0.38247743248939514, 0.11102364212274551]","[0.1829821765422821, 0.37451228499412537, 0.13975763320922852]","[0.4453796446323395, 0.45581671595573425, -0.03151474893093109]","[0.2962604761123657, 0.44214582443237305, 0.011852354742586613]","[0.22688138484954834, 0.440236359834671, 0.055840879678726196]","[0.17054128646850586, 0.43111494183540344, 0.07895821332931519]","[0.4377799928188324, 0.5130652189254761, -0.057714201509952545]","[0.33137357234954834, 0.5433088541030884, 0.005469711031764746]","[0.37375134229660034, 0.5868401527404785, 0.05847451835870743]","[0.41721075773239136, 0.5934779644012451, 0.0794057846069336]","[0.4210902452468872, 0.5676534175872803, -0.075851209461689]","[0.36232197284698486, 0.6044402122497559, -0.028375837951898575]","[0.40099793672561646, 0.6305345296859741, 0.00495319114997983]","[0.443310409784317, 0.6306902766227722, 0.02203899621963501]"
R,"[0.6228804588317871, 0.668215274810791, -3.5547043353290064e-07]","[0.5895709991455078, 0.5769574642181396, 0.0048055038787424564]","[0.5142354369163513, 0.5081714391708374, -0.011771848425269127]","[0.42564594745635986, 0.4835937023162842, -0.03225722536444664]","[0.3604360818862915, 0.48165494203567505, -0.059072740375995636]","[0.4988902807235718, 0.4256068170070648, -0.03730365261435509]","[0.37354832887649536, 0.39334943890571594, -0.05694893002510071]","[0.2994038462638855, 0.3829801678657532, -0.06667914986610413]","[0.24864888191223145, 0.372631698846817, -0.07417470961809158]","[0.5177298188209534, 0.4632430374622345, -0.05600471422076225]","[0.3602750897407532, 0.4477735757827759, -0.07011384516954422]","[0.28679555654525757, 0.44297340512275696, -0.07339673489332199]","[0.22820648550987244, 0.4308021366596222, -0.07881191372871399]","[0.5263122320175171, 0.5190491080284119, -0.07112060487270355]","[0.3794911503791809, 0.5513855218887329, -0.0823017954826355]","[0.4035013020038605, 0.5841659307479858, -0.07138680666685104]","[0.4417426586151123, 0.5883796811103821, -0.06616763770580292]","[0.5233350396156311, 0.5785534381866455, -0.0852835476398468]","[0.4122195839881897, 0.6028627753257751, -0.09623296558856964]","[0.4329051375389099, 0.6236491203308105, -0.0821143090724945]","[0.469465434551239, 0.6224797964096069, -0.07074678689241409]"
