Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.6725965738296509, 0.6703951358795166, -3.3508317187624925e-07]","[0.645114004611969, 0.5414448380470276, 0.01551115233451128]","[0.5364448428153992, 0.466545045375824, 0.0019525224342942238]","[0.41143152117729187, 0.45722877979278564, -0.017565645277500153]","[0.325853168964386, 0.4749529957771301, -0.045537471771240234]","[0.49673470854759216, 0.39711156487464905, -0.04240437224507332]","[0.3225337862968445, 0.3756212890148163, -0.05729058384895325]","[0.2287141978740692, 0.37631428241729736, -0.062372833490371704]","[0.1584470570087433, 0.36552321910858154, -0.06779162585735321]","[0.4846421480178833, 0.45059308409690857, -0.06608923524618149]","[0.2831236720085144, 0.44079771637916565, -0.07918611913919449]","[0.18107092380523682, 0.43453550338745117, -0.08568862825632095]","[0.10311228036880493, 0.4226398169994354, -0.09502220898866653]","[0.4725714921951294, 0.5246126055717468, -0.08237107843160629]","[0.3305779695510864, 0.5719268321990967, -0.09172406792640686]","[0.3785943388938904, 0.6072406768798828, -0.08450043946504593]","[0.4327303171157837, 0.6100110411643982, -0.08171143382787704]","[0.46228769421577454, 0.6001071333885193, -0.09642600268125534]","[0.3769446313381195, 0.636447012424469, -0.103073850274086]","[0.422928124666214, 0.6569384336471558, -0.0882028341293335]","[0.47144055366516113, 0.6489825248718262, -0.07712765783071518]"
R,"[0.6198748350143433, 0.6440278887748718, -2.263103766608765e-07]","[0.5892893075942993, 0.5606284141540527, 0.019909940659999847]","[0.5024253726005554, 0.5026479959487915, -3.834798917523585e-05]","[0.40857741236686707, 0.49248015880584717, -0.02599962428212166]","[0.3465115427970886, 0.49490445852279663, -0.060058243572711945]","[0.4838404655456543, 0.418565571308136, -0.04674161970615387]","[0.35098862648010254, 0.39244410395622253, -0.06385952979326248]","[0.2710479199886322, 0.38538479804992676, -0.07022248208522797]","[0.21324124932289124, 0.3748781383037567, -0.07759418338537216]","[0.49964138865470886, 0.458242267370224, -0.07472775131464005]","[0.33800870180130005, 0.43994060158729553, -0.0889778807759285]","[0.25940772891044617, 0.4316518008708954, -0.09095719456672668]","[0.19817155599594116, 0.4127855896949768, -0.09764396399259567]","[0.5054667592048645, 0.5151131749153137, -0.09581980854272842]","[0.35846084356307983, 0.5457050800323486, -0.09772016108036041]","[0.3857860565185547, 0.5852820873260498, -0.07795150578022003]","[0.4283531904220581, 0.5876699686050415, -0.0705646425485611]","[0.5035340189933777, 0.5733737945556641, -0.11521368473768234]","[0.39422860741615295, 0.603493332862854, -0.11673621088266373]","[0.42171016335487366, 0.6260280609130859, -0.097275011241436]","[0.46288877725601196, 0.621393084526062, -0.08535750955343246]"
L,"[0.37512844800949097, 0.6541323661804199, 1.1125536047984497e-07]","[0.4155188500881195, 0.5317625999450684, 0.12007813155651093]","[0.4819483160972595, 0.4933280944824219, 0.17057658731937408]","[0.5333371162414551, 0.48347142338752747, 0.20338216423988342]","[0.5925019979476929, 0.4861518144607544, 0.2305123656988144]","[0.519801139831543, 0.42238491773605347, 0.10482559353113174]","[0.6181280016899109, 0.4129917025566101, 0.17666177451610565]","[0.6653141379356384, 0.41498371958732605, 0.22528155148029327]","[0.708092451095581, 0.4133973717689514, 0.25519075989723206]","[0.5461574196815491, 0.47524359822273254, 0.06656856089830399]","[0.6420193314552307, 0.4625645875930786, 0.1558561623096466]","[0.7006556987762451, 0.46013152599334717, 0.19176851212978363]","[0.743293046951294, 0.45302265882492065, 0.2014145851135254]","[0.5652353167533875, 0.5372974872589111, 0.039722416549921036]","[0.5890249013900757, 0.545638382434845, 0.1304260939359665]","[0.5244763493537903, 0.5752764344215393, 0.12615880370140076]","[0.4849666357040405, 0.5936890840530396, 0.09896457195281982]","[0.5964292883872986, 0.5906865000724792, 0.02278703823685646]","[0.5803114175796509, 0.6047376394271851, 0.08885636180639267]","[0.5286539793014526, 0.6208788156509399, 0.08426167815923691]","[0.4951687455177307, 0.6304378509521484, 0.06463699787855148]"
L,"[0.35234957933425903, 0.6577836275100708, 1.2346184803391225e-06]","[0.4327148497104645, 0.5605673789978027, 0.07220134884119034]","[0.5121774673461914, 0.5161041617393494, 0.031831856817007065]","[0.5784348249435425, 0.505047619342804, -0.01850595325231552]","[0.6362211108207703, 0.4904484450817108, -0.06980675458908081]","[0.48448291420936584, 0.4135242700576782, -0.12765948474407196]","[0.6138031482696533, 0.4018079936504364, -0.16412444412708282]","[0.6901742219924927, 0.3917086720466614, -0.1733601838350296]","[0.7525932788848877, 0.38075825572013855, -0.18248309195041656]","[0.4848819375038147, 0.4700047969818115, -0.18759819865226746]","[0.6384127736091614, 0.4413987100124359, -0.2373567372560501]","[0.7320041060447693, 0.4369882047176361, -0.23857347667217255]","[0.8076658248901367, 0.4287380278110504, -0.24743373692035675]","[0.48843464255332947, 0.5348307490348816, -0.22457268834114075]","[0.6133819222450256, 0.5595264434814453, -0.20504048466682434]","[0.5674755573272705, 0.5826551914215088, -0.12316671758890152]","[0.5170338749885559, 0.5855977535247803, -0.08575242012739182]","[0.49834567308425903, 0.6035658717155457, -0.2593499720096588]","[0.5771893858909607, 0.6127333641052246, -0.21298514306545258]","[0.5424326062202454, 0.6299965977668762, -0.14258189499378204]","[0.5024480819702148, 0.6350501775741577, -0.10517800599336624]"
L,"[0.37533268332481384, 0.6776219010353088, 1.6416493053839076e-06]","[0.47501450777053833, 0.5841336250305176, 0.0771721675992012]","[0.5469685792922974, 0.5380857586860657, 0.026657262817025185]","[0.5918177366256714, 0.518637478351593, -0.04013945534825325]","[0.631803572177887, 0.490845263004303, -0.10759899765253067]","[0.5018993616104126, 0.4218077063560486, -0.11416085064411163]","[0.6107346415519714, 0.39580535888671875, -0.1564638912677765]","[0.6830718517303467, 0.37462443113327026, -0.17044200003147125]","[0.7393031716346741, 0.35301437973976135, -0.18533320724964142]","[0.4863826632499695, 0.4779930114746094, -0.18765218555927277]","[0.624829113483429, 0.4302014708518982, -0.2613024413585663]","[0.7230047583580017, 0.41526997089385986, -0.2786252796649933]","[0.8025153875350952, 0.39786994457244873, -0.29796043038368225]","[0.4715358018875122, 0.5439642071723938, -0.23843033611774445]","[0.6059771776199341, 0.5635533928871155, -0.23408588767051697]","[0.564738392829895, 0.6002008318901062, -0.14866973459720612]","[0.5186512470245361, 0.6082043647766113, -0.1076483204960823]","[0.4781295359134674, 0.6112760305404663, -0.28717610239982605]","[0.5705932378768921, 0.6208701729774475, -0.24777232110500336]","[0.5398434400558472, 0.6455760598182678, -0.17402224242687225]","[0.4989356994628906, 0.6473599076271057, -0.13514693081378937]"
L,"[0.3947584629058838, 0.6320696473121643, 4.5814630311724613e-07]","[0.44254451990127563, 0.5204861164093018, 0.10159692913293839]","[0.5200248956680298, 0.47903111577033997, 0.11117836087942123]","[0.589134156703949, 0.4707511067390442, 0.10791892558336258]","[0.6497253179550171, 0.4823591709136963, 0.09775607287883759]","[0.5450493693351746, 0.4171847403049469, -0.018556730821728706]","[0.6680784821510315, 0.4043000042438507, 0.005337151698768139]","[0.7316121459007263, 0.39623892307281494, 0.028593868017196655]","[0.7856355905532837, 0.38781076669692993, 0.04143569618463516]","[0.5720164179801941, 0.4686797261238098, -0.06124607101082802]","[0.7031122446060181, 0.44738537073135376, -0.018629757687449455]","[0.7711970806121826, 0.44375401735305786, 0.011362027376890182]","[0.8263338804244995, 0.43353158235549927, 0.018994348123669624]","[0.5899630188941956, 0.5323905348777771, -0.08432305604219437]","[0.6538565158843994, 0.5540615916252136, 0.002520351205021143]","[0.6013295650482178, 0.5780872702598572, 0.04798739776015282]","[0.5612044334411621, 0.5876863598823547, 0.051260676234960556]","[0.6055796146392822, 0.5958329439163208, -0.10153339803218842]","[0.6245132684707642, 0.610525369644165, -0.014102445915341377]","[0.57722407579422, 0.6211605072021484, 0.02840055525302887]","[0.5412507057189941, 0.6259375810623169, 0.040142908692359924]"
R,"[0.5578937530517578, 0.671298086643219, -3.237788348542381e-07]","[0.5950298309326172, 0.551215410232544, 0.029942814260721207]","[0.5266488790512085, 0.4693523049354553, 0.051314301788806915]","[0.43184682726860046, 0.4488333761692047, 0.06459720432758331]","[0.360029935836792, 0.4747437834739685, 0.07297874987125397]","[0.47644782066345215, 0.40716972947120667, 0.061104029417037964]","[0.38043785095214844, 0.40560224652290344, 0.08715847134590149]","[0.35898637771606445, 0.4366527795791626, 0.09259400516748428]","[0.36219948530197144, 0.45561787486076355, 0.0923256203532219]","[0.42484351992607117, 0.44394826889038086, 0.04958287626504898]","[0.34732553362846375, 0.46749114990234375, 0.08443201333284378]","[0.3660915195941925, 0.49819085001945496, 0.08303817361593246]","[0.4021837115287781, 0.5119277238845825, 0.07404343783855438]","[0.3881359398365021, 0.4994052052497864, 0.04101847857236862]","[0.33605295419692993, 0.5249295234680176, 0.06400086730718613]","[0.3702021539211273, 0.5468466877937317, 0.05038534849882126]","[0.4081157445907593, 0.557035505771637, 0.034529395401477814]","[0.36288321018218994, 0.5582643151283264, 0.035074688494205475]","[0.3497602641582489, 0.5760023593902588, 0.0484083890914917]","[0.3791409730911255, 0.5980306267738342, 0.05047677829861641]","[0.4072122573852539, 0.6130959987640381, 0.050604164600372314]"
L,"[0.3247838020324707, 0.6599851846694946, 1.4380053698914708e-06]","[0.3586788773536682, 0.5488728880882263, 0.003100357251241803]","[0.4579092860221863, 0.48710668087005615, -0.02320333756506443]","[0.5649774670600891, 0.484019935131073, -0.051258593797683716]","[0.6393276453018188, 0.5022426247596741, -0.0741182267665863]","[0.47161275148391724, 0.40648719668388367, -0.08836600184440613]","[0.6319578289985657, 0.3866398334503174, -0.13614986836910248]","[0.7248995900154114, 0.3771553635597229, -0.15391860902309418]","[0.7948712706565857, 0.36305302381515503, -0.16158930957317352]","[0.47728943824768066, 0.45414024591445923, -0.11574187129735947]","[0.6694531440734863, 0.4316674470901489, -0.1751890480518341]","[0.7793769836425781, 0.42558199167251587, -0.18986329436302185]","[0.8640291690826416, 0.41424548625946045, -0.1945876032114029]","[0.48096323013305664, 0.5216583609580994, -0.13573171198368073]","[0.6433871984481812, 0.5664458274841309, -0.18071313202381134]","[0.5977550745010376, 0.5968512296676636, -0.1454249620437622]","[0.5459340214729309, 0.597623884677887, -0.10871727764606476]","[0.47942033410072327, 0.5974916815757751, -0.15571151673793793]","[0.6017295122146606, 0.6371022462844849, -0.16906127333641052]","[0.5666568875312805, 0.6517170667648315, -0.13054212927818298]","[0.5218001008033752, 0.6387673616409302, -0.0957762598991394]"
R,"[0.6896170973777771, 0.6553571820259094, -9.381280818843152e-08]","[0.6536417007446289, 0.5469239354133606, 0.043141141533851624]","[0.559712827205658, 0.49252045154571533, 0.02942812815308571]","[0.45387765765190125, 0.4974990785121918, 0.0074233245104551315]","[0.37756648659706116, 0.5072939991950989, -0.022855328395962715]","[0.5331758856773376, 0.41788530349731445, -0.046527210623025894]","[0.3841904103755951, 0.3921419680118561, -0.051927756518125534]","[0.3008713126182556, 0.3874797523021698, -0.048622120171785355]","[0.23610419034957886, 0.3751183748245239, -0.05145162716507912]","[0.5318775177001953, 0.4643658399581909, -0.0786084309220314]","[0.35822194814682007, 0.44279342889785767, -0.09089068323373795]","[0.2716763913631439, 0.4326333701610565, -0.09112222492694855]","[0.20571079850196838, 0.4200274348258972, -0.09870293736457825]","[0.5265117883682251, 0.5287171602249146, -0.09793522953987122]","[0.3914768099784851, 0.5535861849784851, -0.08644521236419678]","[0.4337030053138733, 0.5885322093963623, -0.05933300405740738]","[0.48259109258651733, 0.5902823805809021, -0.050495851784944534]","[0.5176689028739929, 0.5909736156463623, -0.11332045495510101]","[0.4296455383300781, 0.6133621335029602, -0.09883939474821091]","[0.46779993176460266, 0.6351189613342285, -0.07339673489332199]","[0.5114426016807556, 0.6305729746818542, -0.06059170514345169]"
L,"[0.33938318490982056, 0.6799633502960205, 1.363743535875983e-06]","[0.40962716937065125, 0.5859674215316772, 0.05348348990082741]","[0.4998856484889984, 0.5367565155029297, 0.0213929433375597]","[0.5782274007797241, 0.5231146812438965, -0.02173195220530033]","[0.6395614147186279, 0.5048432350158691, -0.0627356618642807]","[0.47772854566574097, 0.41734778881073, -0.08661237359046936]","[0.6264514923095703, 0.39572837948799133, -0.12731508910655975]","[0.7070583701133728, 0.38082507252693176, -0.1453046053647995]","[0.7770156264305115, 0.3652021288871765, -0.15815015137195587]","[0.4786064922809601, 0.46044668555259705, -0.14241425693035126]","[0.6483310461044312, 0.4353530704975128, -0.1995936632156372]","[0.7513940334320068, 0.422446608543396, -0.21451129019260406]","[0.8309922814369202, 0.4100716710090637, -0.22765608131885529]","[0.48036909103393555, 0.5213087201118469, -0.18210002779960632]","[0.6283338069915771, 0.5708405375480652, -0.1890302300453186]","[0.5839402079582214, 0.60400390625, -0.1270126849412918]","[0.5315724611282349, 0.606609582901001, -0.09127022325992584]","[0.48600316047668457, 0.5919397473335266, -0.22090935707092285]","[0.5872365236282349, 0.6268331408500671, -0.19889888167381287]","[0.5556579828262329, 0.6497295498847961, -0.1414974182844162]","[0.5121660232543945, 0.6452274322509766, -0.10548947751522064]"
L,"[0.39837324619293213, 0.621748685836792, 3.7967618027323624e-07]","[0.41065847873687744, 0.5069921016693115, 0.07052787393331528]","[0.46186283230781555, 0.46466490626335144, 0.10174685716629028]","[0.5174438953399658, 0.4685855507850647, 0.12199391424655914]","[0.558411717414856, 0.4970913529396057, 0.14082378149032593]","[0.512745201587677, 0.41869160532951355, 0.05858776718378067]","[0.619381308555603, 0.40661782026290894, 0.08524168282747269]","[0.6718583703041077, 0.4010630249977112, 0.10225775837898254]","[0.7175198793411255, 0.3981969654560089, 0.11246971040964127]","[0.5584697127342224, 0.4674319922924042, 0.03776909038424492]","[0.6548292636871338, 0.4517766535282135, 0.06537305563688278]","[0.7135665416717529, 0.4435047209262848, 0.06940646469593048]","[0.7552564144134521, 0.43895065784454346, 0.06729502230882645]","[0.5838350653648376, 0.5264055132865906, 0.026413755491375923]","[0.5986844301223755, 0.5541884899139404, 0.07796784490346909]","[0.5598512887954712, 0.5725733041763306, 0.09371880441904068]","[0.5310999751091003, 0.5828263163566589, 0.09419554471969604]","[0.5989089608192444, 0.585113525390625, 0.019123109057545662]","[0.5895383358001709, 0.6035622358322144, 0.07513440400362015]","[0.556312620639801, 0.6180866956710815, 0.09687072038650513]","[0.5320762991905212, 0.6241545677185059, 0.10543669760227203]"
R,"[0.6303234100341797, 0.6499292850494385, -2.892420525313355e-07]","[0.6036299467086792, 0.5573750734329224, 0.024530591443181038]","[0.5261794328689575, 0.4928432106971741, 0.01734211854636669]","[0.43563389778137207, 0.4779719412326813, 0.0023579213302582502]","[0.374683141708374, 0.485281765460968, -0.019923362880945206]","[0.48922988772392273, 0.42434579133987427, -0.018636342138051987]","[0.36056965589523315, 0.39819052815437317, -0.033990852534770966]","[0.28387776017189026, 0.3902472257614136, -0.04297870770096779]","[0.22629228234291077, 0.37744128704071045, -0.05156398564577103]","[0.49368467926979065, 0.45844534039497375, -0.0459444634616375]","[0.33859896659851074, 0.44880402088165283, -0.05626687780022621]","[0.25622740387916565, 0.4408237636089325, -0.06193498149514198]","[0.19096136093139648, 0.42407000064849854, -0.07087290287017822]","[0.4921833872795105, 0.5118460059165955, -0.06813409179449081]","[0.3606339395046234, 0.552776575088501, -0.07004135847091675]","[0.3958203196525574, 0.5879080891609192, -0.05837497115135193]","[0.4411664307117462, 0.5873695611953735, -0.054671935737133026]","[0.4878944158554077, 0.570094645023346, -0.08885297179222107]","[0.39449256658554077, 0.6065124273300171, -0.09080353379249573]","[0.42886000871658325, 0.6276583075523376, -0.07735539227724075]","[0.4703894257545471, 0.6201775670051575, -0.06865262985229492]"
