Handedness,Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
R,"[0.5543562173843384, 0.7125866413116455, -5.551844424189767e-07]","[0.4528268575668335, 0.6319580078125, -0.025990577414631844]","[0.395046204328537, 0.5340452194213867, -0.0334615558385849]","[0.4079142212867737, 0.43692782521247864, -0.04813612625002861]","[0.4724668860435486, 0.3997954726219177, -0.0509791225194931]","[0.44427400827407837, 0.46285009384155273, 0.07518140971660614]","[0.4134891927242279, 0.40185704827308655, 0.010605648159980774]","[0.4217833876609802, 0.4601078927516937, -0.03541230410337448]","[0.4520680904388428, 0.4790093004703522, -0.05607089772820473]","[0.5007920861244202, 0.46774283051490784, 0.06879441440105438]","[0.47770997881889343, 0.3904021382331848, -0.008797031827270985]","[0.47558674216270447, 0.47653132677078247, -0.04150160029530525]","[0.4944055378437042, 0.5016470551490784, -0.039147134870290756]","[0.5550764799118042, 0.47664204239845276, 0.046501025557518005]","[0.5327126383781433, 0.3977336883544922, -0.027938557788729668]","[0.5161154270172119, 0.4895540177822113, -0.026171566918492317]","[0.5313981771469116, 0.5193468332290649, 0.0017082873964682221]","[0.6127700209617615, 0.4929642379283905, 0.02059646137058735]","[0.580424427986145, 0.45228418707847595, -0.015898671001195908]","[0.5642943382263184, 0.5093326568603516, -0.0098471874371171]","[0.5826743841171265, 0.5292151570320129, 0.009704574011266232]"
R,"[0.5603552460670471, 0.6871553063392639, -8.40569839510863e-07]","[0.4741901159286499, 0.6352967619895935, -0.025350356474518776]","[0.41020727157592773, 0.5318917036056519, -0.03153083100914955]","[0.4243347644805908, 0.4295722246170044, -0.041937101632356644]","[0.48909667134284973, 0.40072450041770935, -0.04269278049468994]","[0.4390391409397125, 0.4696328938007355, 0.0389111302793026]","[0.4184179902076721, 0.39725935459136963, -0.015176951885223389]","[0.426739901304245, 0.4630494713783264, -0.04492880776524544]","[0.44505196809768677, 0.49594438076019287, -0.05438705533742905]","[0.4917509853839874, 0.4686817526817322, 0.03637935221195221]","[0.4835178554058075, 0.3875364363193512, -0.02204318530857563]","[0.4843786656856537, 0.4752306342124939, -0.036357663571834564]","[0.4940412640571594, 0.5017210245132446, -0.026702526956796646]","[0.5467999577522278, 0.47414305806159973, 0.021758588030934334]","[0.5375180244445801, 0.4048319458961487, -0.040681932121515274]","[0.5259316563606262, 0.5014718770980835, -0.03138980641961098]","[0.5325919985771179, 0.5345050692558289, -0.0028537530452013016]","[0.6054954528808594, 0.4879732131958008, 0.0048629045486450195]","[0.584260880947113, 0.4415026009082794, -0.02673899196088314]","[0.572695255279541, 0.5017324090003967, -0.015903975814580917]","[0.5827012658119202, 0.526153028011322, 0.004615947138518095]"
R,"[0.5540347695350647, 0.6938716173171997, -9.311470421380363e-07]","[0.4552243649959564, 0.6230933666229248, -0.018461687490344048]","[0.4001721143722534, 0.5273982286453247, -0.017758799716830254]","[0.4261455535888672, 0.4312223196029663, -0.023945720866322517]","[0.49196505546569824, 0.3872661590576172, -0.018953165039420128]","[0.4360673725605011, 0.46542736887931824, 0.07635414600372314]","[0.40898001194000244, 0.39517247676849365, 0.01577671989798546]","[0.4067753851413727, 0.4617038667201996, -0.023533586412668228]","[0.4205473065376282, 0.49461913108825684, -0.03676453232765198]","[0.49301955103874207, 0.4724530279636383, 0.06991562247276306]","[0.4792454242706299, 0.38658878207206726, -0.0018595184665173292]","[0.47722959518432617, 0.4804743528366089, -0.030290361493825912]","[0.49332287907600403, 0.509257435798645, -0.024171099066734314]","[0.5515524744987488, 0.4798368811607361, 0.04898223653435707]","[0.5337217450141907, 0.4018779993057251, -0.02382923848927021]","[0.5190089344978333, 0.5011031031608582, -0.021851979196071625]","[0.5338047742843628, 0.5310027599334717, 0.007143461611121893]","[0.6152884364128113, 0.49115654826164246, 0.026119371876120567]","[0.5859266519546509, 0.443218469619751, -0.008886845782399178]","[0.568641185760498, 0.5094259977340698, 0.0011567760957404971]","[0.582871675491333, 0.5348156690597534, 0.02419409714639187]"
L,"[0.4547972083091736, 0.6955426335334778, 1.944565610756399e-07]","[0.5377836227416992, 0.6320604681968689, -0.08050404489040375]","[0.57697594165802, 0.5345162153244019, -0.0985904186964035]","[0.5551939010620117, 0.4535655081272125, -0.10870032757520676]","[0.5049824118614197, 0.40833917260169983, -0.10514403134584427]","[0.6284822821617126, 0.4936893582344055, 0.03843967244029045]","[0.5944474935531616, 0.4129212498664856, -0.018368974328041077]","[0.5594748854637146, 0.45705169439315796, -0.0662071704864502]","[0.5444813966751099, 0.4834907352924347, -0.08391473442316055]","[0.5566645264625549, 0.48576411604881287, 0.06324084848165512]","[0.5347809791564941, 0.4123532474040985, 0.0031247311271727085]","[0.5104176998138428, 0.47193270921707153, -0.03979580104351044]","[0.5130040049552917, 0.4914151132106781, -0.047032617032527924]","[0.4908085763454437, 0.48726052045822144, 0.06882017850875854]","[0.47201988101005554, 0.429262638092041, 0.011540697887539864]","[0.46545910835266113, 0.48854362964630127, -0.015356243588030338]","[0.48232418298721313, 0.5056682229042053, -0.010188165120780468]","[0.43263882398605347, 0.49294859170913696, 0.06638123840093613]","[0.42845070362091064, 0.45809778571128845, 0.04419402778148651]","[0.4268399178981781, 0.4982367753982544, 0.04042188450694084]","[0.43763378262519836, 0.5219160914421082, 0.04959236457943916]"
L,"[0.44714948534965515, 0.6557738184928894, 8.057668310357258e-08]","[0.5250067710876465, 0.5994558334350586, -0.09955421835184097]","[0.5601332783699036, 0.505638062953949, -0.12177123874425888]","[0.528252363204956, 0.4234655201435089, -0.1282145082950592]","[0.48332443833351135, 0.3857419192790985, -0.11882244795560837]","[0.6252917647361755, 0.48126327991485596, 0.003640636568889022]","[0.5747070908546448, 0.40343552827835083, -0.05415695160627365]","[0.544262170791626, 0.4494309425354004, -0.09673331677913666]","[0.5479975342750549, 0.4765947163105011, -0.11324530839920044]","[0.5514739155769348, 0.4787870943546295, 0.039369408041238785]","[0.5126254558563232, 0.39454978704452515, -0.03459368273615837]","[0.4958542585372925, 0.464464008808136, -0.08032545447349548]","[0.5020501613616943, 0.49783435463905334, -0.08647863566875458]","[0.485437273979187, 0.4796839952468872, 0.057148050516843796]","[0.45490527153015137, 0.41894057393074036, -0.023037567734718323]","[0.45236310362815857, 0.49670445919036865, -0.05560770630836487]","[0.4743964672088623, 0.5266880393028259, -0.04734141752123833]","[0.4301024079322815, 0.4820273220539093, 0.06766051799058914]","[0.42389243841171265, 0.4524228274822235, 0.017481762915849686]","[0.4251105785369873, 0.5059906840324402, 0.001063922536559403]","[0.4424629211425781, 0.5368058681488037, 0.007350801024585962]"
R,"[0.4803835451602936, 0.6908435821533203, -7.630246159351373e-07]","[0.3943742513656616, 0.6241295337677002, 0.0009093327098526061]","[0.3525005578994751, 0.5311800837516785, -0.001113120117224753]","[0.3585410714149475, 0.45366206765174866, -0.013419966213405132]","[0.40758129954338074, 0.4176158308982849, -0.017349988222122192]","[0.44729092717170715, 0.46887335181236267, 0.06011781841516495]","[0.4157857298851013, 0.4043087959289551, 0.017830802127718925]","[0.3968161344528198, 0.4584735035896301, -0.006469881162047386]","[0.4173782169818878, 0.4876120686531067, -0.017841946333646774]","[0.48282691836357117, 0.468746155500412, 0.04143461585044861]","[0.4444334805011749, 0.3895874619483948, -0.014984222128987312]","[0.41895636916160583, 0.46414318680763245, -0.029926477000117302]","[0.44772735238075256, 0.49601566791534424, -0.02141210064291954]","[0.5200921893119812, 0.4714133143424988, 0.012514917179942131]","[0.46609291434288025, 0.40186524391174316, -0.03990143910050392]","[0.4413410425186157, 0.48445194959640503, -0.03428703173995018]","[0.47691580653190613, 0.517348051071167, -0.013142525218427181]","[0.5625130534172058, 0.48191508650779724, -0.017902040854096413]","[0.49229952692985535, 0.43814149498939514, -0.05057422071695328]","[0.4732178747653961, 0.4926876723766327, -0.05026739835739136]","[0.5072590708732605, 0.5210683941841125, -0.03905300050973892]"
R,"[0.5421779751777649, 0.7000348567962646, -6.150389140202606e-07]","[0.4505051076412201, 0.6367667317390442, -0.0347125306725502]","[0.39667707681655884, 0.5303927063941956, -0.03789372742176056]","[0.4188142418861389, 0.432223916053772, -0.0422612726688385]","[0.4849649667739868, 0.3917902410030365, -0.032377906143665314]","[0.4295923113822937, 0.4635453224182129, 0.05432477965950966]","[0.41433537006378174, 0.39401939511299133, -0.007470120210200548]","[0.41924482583999634, 0.4664683938026428, -0.045117899775505066]","[0.43604525923728943, 0.48706120252609253, -0.05926266312599182]","[0.4873851239681244, 0.4694162607192993, 0.056718677282333374]","[0.478385865688324, 0.3914705216884613, -0.012510397471487522]","[0.47575458884239197, 0.4876842498779297, -0.03303781896829605]","[0.4886924922466278, 0.5034318566322327, -0.022785130888223648]","[0.5399728417396545, 0.48170170187950134, 0.043569136410951614]","[0.5307171940803528, 0.40804943442344666, -0.025244852527976036]","[0.5164897441864014, 0.5042254328727722, -0.01594955287873745]","[0.529563307762146, 0.5250102877616882, 0.01594715565443039]","[0.5990774631500244, 0.4981803297996521, 0.02657165937125683]","[0.5815263390541077, 0.45699456334114075, -0.008608286269009113]","[0.5649620294570923, 0.5183451771736145, 0.0014187017222866416]","[0.5762240290641785, 0.5324280261993408, 0.023715831339359283]"
L,"[0.45843154191970825, 0.6834027171134949, -2.9022519498766997e-08]","[0.5610120296478271, 0.6252380013465881, -0.027862152084708214]","[0.5984922647476196, 0.5286621451377869, -0.034911103546619415]","[0.5892063975334167, 0.440495103597641, -0.0468142069876194]","[0.5243613719940186, 0.41808462142944336, -0.048824064433574677]","[0.5621119737625122, 0.47389376163482666, 0.060136497020721436]","[0.5860308408737183, 0.4157811403274536, 0.017329085618257523]","[0.5837063789367676, 0.47964924573898315, -0.016007110476493835]","[0.570937991142273, 0.5117955803871155, -0.02990029565989971]","[0.5064558386802673, 0.47547727823257446, 0.05375812202692032]","[0.526790201663971, 0.39740484952926636, 0.0008098590769805014]","[0.5372178554534912, 0.47902652621269226, -0.029848340898752213]","[0.5289902687072754, 0.5056955814361572, -0.032207999378442764]","[0.4511926472187042, 0.4831539988517761, 0.035198699682950974]","[0.4752838909626007, 0.4155958890914917, -0.02498643845319748]","[0.49504661560058594, 0.5045891404151917, -0.031649671494960785]","[0.48536741733551025, 0.529703676700592, -0.014259853400290012]","[0.39500200748443604, 0.4929700791835785, 0.014396858401596546]","[0.437545508146286, 0.45720595121383667, -0.017586439847946167]","[0.4513808488845825, 0.5146252512931824, -0.009765470400452614]","[0.4394986033439636, 0.5380494594573975, 0.007732560392469168]"
R,"[0.5002504587173462, 0.7310631275177002, -9.305184676122735e-07]","[0.40313076972961426, 0.6500436067581177, -0.018986115232110023]","[0.3485491871833801, 0.5444445013999939, -0.03337950259447098]","[0.36127352714538574, 0.44930770993232727, -0.057081785053014755]","[0.42311596870422363, 0.40329426527023315, -0.0694912001490593]","[0.43047359585762024, 0.4650461673736572, 0.03714785352349281]","[0.40206021070480347, 0.3766419589519501, -0.024894775822758675]","[0.3838367164134979, 0.45553430914878845, -0.05233306810259819]","[0.4067179560661316, 0.49131685495376587, -0.06023730710148811]","[0.478423148393631, 0.4734989106655121, 0.022699134424328804]","[0.44633522629737854, 0.3821523189544678, -0.05116158723831177]","[0.4270626902580261, 0.48214438557624817, -0.058071065694093704]","[0.46005985140800476, 0.5100499987602234, -0.03919530287384987]","[0.5295886397361755, 0.4851810336112976, -0.005661038216203451]","[0.4865022599697113, 0.408669114112854, -0.07707209885120392]","[0.4633651673793793, 0.50848388671875, -0.058209896087646484]","[0.4988842010498047, 0.5356324911117554, -0.021983452141284943]","[0.5869573354721069, 0.505046010017395, -0.03711624816060066]","[0.5335841178894043, 0.4447785019874573, -0.07246823608875275]","[0.5126519203186035, 0.5076384544372559, -0.05744136869907379]","[0.5400276184082031, 0.5363302230834961, -0.03346985578536987]"
R,"[0.5458277463912964, 0.7312768697738647, -9.711860684546991e-07]","[0.43928825855255127, 0.6367287039756775, -0.005629302002489567]","[0.3771963119506836, 0.5364302396774292, -0.013290373608469963]","[0.3957368731498718, 0.4363499581813812, -0.036774322390556335]","[0.4626734256744385, 0.38707271218299866, -0.04831714555621147]","[0.45996129512786865, 0.45664530992507935, 0.09809987246990204]","[0.4330081343650818, 0.3764972984790802, 0.020460091531276703]","[0.41980141401290894, 0.4530758857727051, -0.028677277266979218]","[0.43866145610809326, 0.48361802101135254, -0.04707862064242363]","[0.5129451155662537, 0.4713306725025177, 0.07287254184484482]","[0.4853908121585846, 0.3797709345817566, -0.02041417919099331]","[0.4689693748950958, 0.4842982590198517, -0.05204620584845543]","[0.4957001209259033, 0.5087722539901733, -0.04266177862882614]","[0.5663096904754639, 0.4836253225803375, 0.02974286489188671]","[0.5277097821235657, 0.40514400601387024, -0.05747772008180618]","[0.5023759603500366, 0.5105966329574585, -0.051850877702236176]","[0.5287810564041138, 0.5302567481994629, -0.01714189164340496]","[0.6259763836860657, 0.4969516396522522, -0.015626881271600723]","[0.5778033137321472, 0.4528960883617401, -0.052186619490385056]","[0.5558038353919983, 0.5188796520233154, -0.03777776286005974]","[0.5831741094589233, 0.5356996655464172, -0.01124696433544159]"
R,"[0.5365672707557678, 0.7152037620544434, -8.549116046197014e-07]","[0.43747758865356445, 0.628671407699585, -0.01756560429930687]","[0.3810441493988037, 0.5315976738929749, -0.02858784981071949]","[0.3909456729888916, 0.4355471730232239, -0.049553826451301575]","[0.4573909342288971, 0.39391881227493286, -0.05982523411512375]","[0.45162102580070496, 0.46688559651374817, 0.06813599169254303]","[0.42560863494873047, 0.38098523020744324, 0.004332506563514471]","[0.416536808013916, 0.4511053264141083, -0.0363413542509079]","[0.43581098318099976, 0.49221107363700867, -0.05172628164291382]","[0.5002250671386719, 0.475423663854599, 0.05760475620627403]","[0.4785824418067932, 0.3800120949745178, -0.01767243631184101]","[0.4658161401748657, 0.47734564542770386, -0.04418020322918892]","[0.4845620095729828, 0.5150433778762817, -0.0377630740404129]","[0.5523394346237183, 0.4845563471317291, 0.032409705221652985]","[0.5230956673622131, 0.3979397416114807, -0.03866153210401535]","[0.4999859929084778, 0.4987308084964752, -0.035373203456401825]","[0.520046055316925, 0.5369629263877869, -0.0076141683384776115]","[0.6102572083473206, 0.4997222423553467, 0.004877182655036449]","[0.5688341856002808, 0.44175583124160767, -0.027687091380357742]","[0.5482099056243896, 0.5052286982536316, -0.018181538209319115]","[0.5692867636680603, 0.538305401802063, 0.0026337376330047846]"
R,"[0.5650820732116699, 0.7159671187400818, -9.956576150216279e-07]","[0.46334269642829895, 0.6374543309211731, -0.028588658198714256]","[0.4009248912334442, 0.5303167104721069, -0.034138984978199005]","[0.41464748978614807, 0.4234345257282257, -0.045219339430332184]","[0.48729732632637024, 0.3838362395763397, -0.042916860431432724]","[0.44130295515060425, 0.4621894955635071, 0.061791062355041504]","[0.42500364780426025, 0.3824995458126068, -0.003971755970269442]","[0.4279923737049103, 0.46289700269699097, -0.04394599050283432]","[0.44557368755340576, 0.4976297616958618, -0.05776135250926018]","[0.4982597529888153, 0.46802932024002075, 0.058679986745119095]","[0.4888315498828888, 0.38322654366493225, -0.012541727162897587]","[0.48709267377853394, 0.48463138937950134, -0.035006359219551086]","[0.5014750957489014, 0.5065908432006836, -0.026789940893650055]","[0.5584517121315002, 0.47682327032089233, 0.03996889293193817]","[0.5432665944099426, 0.40208423137664795, -0.032932158559560776]","[0.528446614742279, 0.507215678691864, -0.024386228993535042]","[0.5412120223045349, 0.5321526527404785, 0.008097263053059578]","[0.6209538578987122, 0.4923754632472992, 0.018126899376511574]","[0.5958279967308044, 0.43979063630104065, -0.014725539833307266]","[0.577899694442749, 0.5088057518005371, 0.00048464126302860677]","[0.5896366238594055, 0.534146785736084, 0.026586974039673805]"
R,"[0.5687777996063232, 0.6995866298675537, 5.274795285004075e-07]","[0.5131576061248779, 0.6141475439071655, -0.08279352635145187]","[0.48364540934562683, 0.5215279459953308, -0.08809486776590347]","[0.5009023547172546, 0.4435815215110779, -0.07929970324039459]","[0.5435187220573425, 0.39963069558143616, -0.05649660527706146]","[0.4055793285369873, 0.5010829567909241, 0.030474882572889328]","[0.4295903146266937, 0.4289012551307678, -0.009074101224541664]","[0.47353240847587585, 0.4089323878288269, -0.037936732172966]","[0.5146473050117493, 0.39527055621147156, -0.04660400003194809]","[0.46411997079849243, 0.5034419894218445, 0.07023689895868301]","[0.4962339401245117, 0.4186612367630005, 0.009049448184669018]","[0.5285144448280334, 0.4539031982421875, -0.027212191373109818]","[0.5353718996047974, 0.4731823205947876, -0.026229605078697205]","[0.5252375602722168, 0.502840518951416, 0.09391651302576065]","[0.5525046586990356, 0.4374873638153076, 0.02827979251742363]","[0.5677486658096313, 0.49172237515449524, 0.0012858809204772115]","[0.5571762323379517, 0.5067999362945557, 0.011014895513653755]","[0.5776463747024536, 0.4976774752140045, 0.11195646226406097]","[0.5990793704986572, 0.45896273851394653, 0.0739467591047287]","[0.5990599989891052, 0.49856647849082947, 0.0580323226749897]","[0.5825357437133789, 0.5182169675827026, 0.0630284920334816]"
R,"[0.555889368057251, 0.7382351160049438, -7.218658311103354e-07]","[0.4672490954399109, 0.6480032205581665, -0.06294137984514236]","[0.41140711307525635, 0.5318958759307861, -0.0738723874092102]","[0.4346294403076172, 0.42004793882369995, -0.07925204932689667]","[0.5066779255867004, 0.370231568813324, -0.06777762621641159]","[0.41054388880729675, 0.46235397458076477, 0.040111344307661057]","[0.3896820545196533, 0.3826398253440857, -0.02448304556310177]","[0.38959914445877075, 0.4604673385620117, -0.06204983592033386]","[0.3948238492012024, 0.5087695121765137, -0.07105539739131927]","[0.4742382764816284, 0.46954041719436646, 0.0598020926117897]","[0.4831956624984741, 0.3780345618724823, -0.013026393949985504]","[0.4802672863006592, 0.48173755407333374, -0.041551508009433746]","[0.47700977325439453, 0.5118992328643799, -0.035480424761772156]","[0.5393372774124146, 0.48073339462280273, 0.06255399435758591]","[0.5510677099227905, 0.40607351064682007, -0.015608478337526321]","[0.530941903591156, 0.506432831287384, -0.017648695036768913]","[0.5220231413841248, 0.5331720113754272, 0.010045754723250866]","[0.5980006456375122, 0.4963388442993164, 0.060748279094696045]","[0.5992345809936523, 0.4469990134239197, 0.020859649404883385]","[0.5792732834815979, 0.514163613319397, 0.02782658115029335]","[0.5715001225471497, 0.5410193800926208, 0.0498649887740612]"
R,"[0.5193765163421631, 0.7391080856323242, -8.847071626405523e-07]","[0.406765341758728, 0.6258264780044556, 0.009661375544965267]","[0.34213757514953613, 0.5209337472915649, 0.013343400321900845]","[0.357107937335968, 0.41898998618125916, -0.00010508060950087383]","[0.4230005443096161, 0.3671216368675232, -0.001149465562775731]","[0.4439448416233063, 0.4640640914440155, 0.13073644042015076]","[0.40541619062423706, 0.35909929871559143, 0.0645056664943695]","[0.39179104566574097, 0.43553587794303894, 0.01019214652478695]","[0.4147551655769348, 0.4908915162086487, -0.014300133101642132]","[0.4958435595035553, 0.4736512303352356, 0.10691345483064651]","[0.4505051374435425, 0.35908564925193787, 0.026842297986149788]","[0.43862807750701904, 0.46592041850090027, -0.017327958717942238]","[0.46929407119750977, 0.5162369012832642, -0.02203500084578991]","[0.5460761785507202, 0.47646650671958923, 0.06717580556869507]","[0.49274465441703796, 0.37266090512275696, -0.004633393604308367]","[0.4732407033443451, 0.4783373773097992, -0.01172569952905178]","[0.5078595876693726, 0.5342082977294922, 0.00901159830391407]","[0.6035731434822083, 0.4838985204696655, 0.02635257877409458]","[0.5412216782569885, 0.4154292345046997, -0.007891695946455002]","[0.5204880237579346, 0.482779324054718, -0.0038642771542072296]","[0.5524810552597046, 0.5293603539466858, 0.014033205807209015]"
L,"[0.4187828302383423, 0.7297024726867676, -2.4084553729153413e-07]","[0.46316811442375183, 0.6424550414085388, -0.10576595366001129]","[0.4961773455142975, 0.5316357612609863, -0.11804742366075516]","[0.47476938366889954, 0.440748929977417, -0.11149030923843384]","[0.4445151388645172, 0.38775506615638733, -0.09399191290140152]","[0.635151743888855, 0.5093657374382019, 0.019187666475772858]","[0.5666071772575378, 0.4033006429672241, -0.006651249714195728]","[0.5133209824562073, 0.41105809807777405, -0.03695313632488251]","[0.49422687292099, 0.42673248052597046, -0.05044456943869591]","[0.5789855718612671, 0.4974816143512726, 0.0690862238407135]","[0.5222455263137817, 0.40005505084991455, 0.03924120217561722]","[0.4743858575820923, 0.4277896583080292, -0.00569319911301136]","[0.46257734298706055, 0.44938942790031433, -0.024429770186543465]","[0.5182719230651855, 0.4953955113887787, 0.10196790099143982]","[0.4701719880104065, 0.42318326234817505, 0.061115752905607224]","[0.43449950218200684, 0.4417251646518707, 0.004362167324870825]","[0.42495688796043396, 0.4580037593841553, -0.016708770766854286]","[0.46181148290634155, 0.5048027634620667, 0.12658126652240753]","[0.43074512481689453, 0.4558395743370056, 0.09273946285247803]","[0.4091227054595947, 0.46587932109832764, 0.05395063757896423]","[0.40392231941223145, 0.48425009846687317, 0.038087859749794006]"
L,"[0.44996529817581177, 0.7568787336349487, 1.8192579886999738e-07]","[0.5805595517158508, 0.6645562648773193, -0.0322040356695652]","[0.6309301257133484, 0.5410922765731812, -0.03724507987499237]","[0.6126068234443665, 0.43247056007385254, -0.047461993992328644]","[0.5247771739959717, 0.40131157636642456, -0.04645633324980736]","[0.5960612297058105, 0.4824475347995758, 0.07592446357011795]","[0.6203358769416809, 0.408012330532074, 0.035055723041296005]","[0.6084968447685242, 0.47563597559928894, -0.0020988304167985916]","[0.5954388380050659, 0.5093703269958496, -0.019964300096035004]","[0.5268355011940002, 0.47578421235084534, 0.06889219582080841]","[0.5467442274093628, 0.37953245639801025, 0.022516638040542603]","[0.5574339032173157, 0.4474104046821594, -0.013066873885691166]","[0.5575043559074402, 0.46681731939315796, -0.02310306578874588]","[0.4567191004753113, 0.48295870423316956, 0.04737449064850807]","[0.4741916060447693, 0.3980698883533478, -0.010747759602963924]","[0.49791407585144043, 0.4967781603336334, -0.027308423072099686]","[0.49851441383361816, 0.537695586681366, -0.01825476624071598]","[0.3889309763908386, 0.498396098613739, 0.022541474550962448]","[0.4288710951805115, 0.4506801664829254, -0.010192635469138622]","[0.4473574757575989, 0.5152798295021057, -0.0089273601770401]","[0.44656801223754883, 0.5539709329605103, 0.002328349044546485]"
R,"[0.534195065498352, 0.7296894788742065, -1.0656311815182562e-06]","[0.41648003458976746, 0.641057014465332, -0.01685299165546894]","[0.3506910800933838, 0.5311654210090637, -0.023423798382282257]","[0.36809754371643066, 0.41465914249420166, -0.041979242116212845]","[0.44831162691116333, 0.3729346692562103, -0.048692211508750916]","[0.4215286374092102, 0.4613809585571289, 0.08931596577167511]","[0.411979615688324, 0.3619452118873596, 0.022800792008638382]","[0.40621069073677063, 0.4420996308326721, -0.021608904004096985]","[0.4174770414829254, 0.49476128816604614, -0.03686182200908661]","[0.4803430438041687, 0.4717754125595093, 0.0779617503285408]","[0.4668412208557129, 0.36693665385246277, -0.0014092061901465058]","[0.4601575434207916, 0.4698660671710968, -0.0334310308098793]","[0.47156593203544617, 0.5147926211357117, -0.028062596917152405]","[0.5397498607635498, 0.4819745719432831, 0.05045977234840393]","[0.5172567367553711, 0.3855818212032318, -0.024341288954019547]","[0.49951043725013733, 0.49052175879478455, -0.02188500389456749]","[0.5098992586135864, 0.5390577912330627, 0.008552183397114277]","[0.6038313508033752, 0.4997950494289398, 0.02043328620493412]","[0.566116213798523, 0.4320400655269623, -0.011235279031097889]","[0.5505974888801575, 0.4965627193450928, 0.000870628107804805]","[0.5676798224449158, 0.5356103777885437, 0.025301191955804825]"
L,"[0.46219438314437866, 0.6977469325065613, 8.503879378451984e-09]","[0.5747371912002563, 0.6296637654304504, -0.007953987456858158]","[0.6111763715744019, 0.5294033885002136, -0.011896995827555656]","[0.6001184582710266, 0.43808841705322266, -0.02392398566007614]","[0.5364775657653809, 0.40226900577545166, -0.028008563444018364]","[0.5637571215629578, 0.480177104473114, 0.06193867325782776]","[0.5897413492202759, 0.4170053005218506, 0.024558987468481064]","[0.5879313349723816, 0.48192691802978516, -0.007751717232167721]","[0.5690089464187622, 0.5161046981811523, -0.02279427833855152]","[0.50822514295578, 0.47820472717285156, 0.04639744758605957]","[0.5387529134750366, 0.40177464485168457, 0.0024200931657105684]","[0.5468700528144836, 0.4856116473674774, -0.026836900040507317]","[0.5324928164482117, 0.5140284299850464, -0.032987967133522034]","[0.4556187391281128, 0.4820714592933655, 0.02233322709798813]","[0.48797398805618286, 0.4116066098213196, -0.025345593690872192]","[0.5030810236930847, 0.5017334222793579, -0.026725683361291885]","[0.48866310715675354, 0.5263347625732422, -0.010906502604484558]","[0.40164071321487427, 0.48899585008621216, -0.0026280866004526615]","[0.4526349902153015, 0.45053404569625854, -0.024670541286468506]","[0.4632070064544678, 0.5072770714759827, -0.010016941465437412]","[0.44578951597213745, 0.5288592576980591, 0.009390543214976788]"
R,"[0.4773123860359192, 0.706636905670166, -2.4687980726412206e-07]","[0.5244293212890625, 0.627646803855896, 0.02221841923892498]","[0.5588720440864563, 0.5392301082611084, 0.04889330640435219]","[0.5594697594642639, 0.4677058160305023, 0.0607563853263855]","[0.542437732219696, 0.4180614948272705, 0.07124421745538712]","[0.5984706282615662, 0.5230422019958496, 0.1268046349287033]","[0.5926859974861145, 0.4540669620037079, 0.13411517441272736]","[0.559357225894928, 0.4168732166290283, 0.12088474631309509]","[0.5267938375473022, 0.4005914330482483, 0.1108156070113182]","[0.5711102485656738, 0.5246984958648682, 0.10632826387882233]","[0.5522356629371643, 0.4471004009246826, 0.11594431847333908]","[0.5084155201911926, 0.41113102436065674, 0.09402961283922195]","[0.48124638199806213, 0.39867448806762695, 0.07985301315784454]","[0.5397632718086243, 0.5314950942993164, 0.07739339768886566]","[0.521323025226593, 0.45739835500717163, 0.07415378093719482]","[0.47752276062965393, 0.42439377307891846, 0.058289095759391785]","[0.45426589250564575, 0.41435569524765015, 0.05056526139378548]","[0.4995303750038147, 0.5412585735321045, 0.047793857753276825]","[0.4833855926990509, 0.4771813750267029, 0.038953445851802826]","[0.4429295063018799, 0.44982391595840454, 0.03473590686917305]","[0.4201279282569885, 0.44136664271354675, 0.034982021898031235]"
R,"[0.47823014855384827, 0.7138627767562866, -9.101982527681685e-07]","[0.3840228319168091, 0.6134099960327148, 0.03805692866444588]","[0.35043132305145264, 0.5254713892936707, 0.04416178539395332]","[0.3542216420173645, 0.45000335574150085, 0.029280299320816994]","[0.39979198575019836, 0.4039390981197357, 0.022938810288906097]","[0.4817195534706116, 0.46237772703170776, 0.11362451314926147]","[0.4180721044540405, 0.3842507004737854, 0.07058483362197876]","[0.3935837745666504, 0.45876359939575195, 0.038492463529109955]","[0.4286365509033203, 0.4953635036945343, 0.021447669714689255]","[0.5155172944068909, 0.47027289867401123, 0.07203496992588043]","[0.441227525472641, 0.38175123929977417, 0.018019920215010643]","[0.41393977403640747, 0.4744095802307129, -0.002870928728953004]","[0.45829322934150696, 0.5079943537712097, -0.001202142215333879]","[0.5412353277206421, 0.47388479113578796, 0.01995164155960083]","[0.4588640332221985, 0.3972317576408386, -0.025883667171001434]","[0.43137091398239136, 0.4895801544189453, -0.025809215381741524]","[0.48349905014038086, 0.5256822109222412, -0.013343830592930317]","[0.5666712522506714, 0.4741591811180115, -0.031541481614112854]","[0.4788966774940491, 0.43171587586402893, -0.052122242748737335]","[0.45532047748565674, 0.4922056794166565, -0.05131971463561058]","[0.4963625371456146, 0.5239130854606628, -0.04384155571460724]"
